#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-7251704E1167CAF4-4F9FCFABD3E41DF2
#datatype	hitsFull Results
#status	0
#Start time	2020-08-15T16:01:21	Run time	0:00:00:54
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237605	855	1008	6.99526e-05	47.1276	PRK14086	dnaA	C	cl36330
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	164795	1057	1197	7.78859e-05	46.0637	PHA00370	III	NC	cl31488
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	164795	1057	1197	7.78859e-05	46.0637	cl31488	III superfamily	NC	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	223029	682	797	8.18371e-05	46.5366	PHA03264	PHA03264	N	cl33721
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	223029	682	797	8.18371e-05	46.5366	cl33721	PHA03264 superfamily	N	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	315952	927	983	8.95215e-05	46.406	pfam13388	DUF4106	NC	cl25767
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	235906	676	924	9.42676e-05	46.7664	PRK07003	PRK07003	NC	cl35530
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	235906	676	924	9.42676e-05	46.7664	cl35530	PRK07003 superfamily	NC	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	282904	658	1013	9.43519e-05	46.8332	pfam05109	Herpes_BLLF1	N	cl37540
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	315952	840	955	0.000127527	46.0208	pfam13388	DUF4106	NC	cl25767
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	227614	1031	1301	0.00013218	46.4033	COG5295	Hia	N	cl34974
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	227614	1031	1301	0.00013218	46.4033	cl34974	Hia superfamily	N	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	315952	907	959	0.00013315	46.0208	pfam13388	DUF4106	NC	cl25767
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	315952	911	963	0.00013315	46.0208	pfam13388	DUF4106	NC	cl25767
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	315952	915	967	0.00013315	46.0208	pfam13388	DUF4106	NC	cl25767
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	315952	919	971	0.00013315	46.0208	pfam13388	DUF4106	NC	cl25767
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	315952	923	975	0.00013315	46.0208	pfam13388	DUF4106	NC	cl25767
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	315952	935	987	0.00013315	46.0208	pfam13388	DUF4106	NC	cl25767
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	370676	887	1013	0.000136538	46.5562	pfam09770	PAT1	C	cl37801
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	236669	895	1000	0.000140037	46.6167	PRK10263	PRK10263	NC	cl35903
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	375359	746	1000	0.000141588	45.9183	pfam17823	DUF5585	C	cl39316
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	375359	746	1000	0.000141588	45.9183	cl39316	DUF5585 superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	282710	774	808	0.000153286	40.1532	pfam04886	PT	 - 	cl04822
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	223029	871	966	0.000160497	45.7662	PHA03264	PHA03264	N	cl33721
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	312941	697	1069	0.000173123	46.1548	pfam09606	Med15	C	cl26621
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237605	776	967	0.000206521	45.5868	PRK14086	dnaA	C	cl36330
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	369943	1102	1294	0.000233714	45.4586	pfam08549	SWI-SNF_Ssr4	N	cl25487
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	369943	1102	1294	0.000233714	45.4586	cl25487	SWI-SNF_Ssr4 superfamily	N	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	227938	1068	1376	0.000245063	45.3045	COG5651	COG5651	N	cl35037
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	374274	856	1012	0.000256164	44.5303	pfam15991	G_path_suppress	N	cl25765
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	374274	856	1012	0.000256164	44.5303	cl25765	G_path_suppress superfamily	N	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	223029	697	811	0.000303973	44.9958	PHA03264	PHA03264	N	cl33721
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	227614	1032	1417	0.000325406	45.2477	COG5295	Hia	NC	cl34974
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	367362	649	1054	0.000353234	44.9386	pfam03157	Glutenin_hmw	N	cl26620
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	236940	861	947	0.00036652	43.4528	PRK11633	PRK11633	NC	cl25866
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	236940	861	947	0.00036652	43.4528	cl25866	PRK11633 superfamily	NC	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	226365	1079	1211	0.000385067	44.7451	COG3846	TrbL	N	cl01503
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	382568	1079	1211	0.000385067	44.7451	cl01503	TrbL superfamily	N	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	223021	807	1012	0.00046606	44.9293	PHA03247	PHA03247	C	cl33720
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	223029	782	898	0.000497038	44.2254	PHA03264	PHA03264	N	cl33721
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	253298	594	860	0.000526951	44.2867	pfam05642	Sporozoite_P67	C	cl28437
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	253298	594	860	0.000526951	44.2867	cl28437	Sporozoite_P67 superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	368653	833	924	0.000552393	41.3159	pfam05887	Trypan_PARP	 - 	cl29137
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	392002	833	924	0.000552393	41.3159	cl29137	Trypan_PARP superfamily	 - 	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237537	1129	1250	0.000560652	44.129	PRK13875	PRK13875	N	cl28436
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	237537	1129	1250	0.000560652	44.129	cl28436	PRK13875 superfamily	N	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	282710	770	804	0.000561193	38.6124	pfam04886	PT	 - 	cl04822
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	312941	837	1089	0.000765556	43.8436	pfam09606	Med15	C	cl26621
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	223003	792	1014	0.000806993	43.4208	PHA03169	PHA03169	C	cl27451
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	177646	876	1012	0.000808258	42.418	PHA03418	PHA03418	C	cl25519
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	177646	876	1012	0.000808258	42.418	cl25519	PHA03418 superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	236940	858	943	0.000886094	42.2972	PRK11633	PRK11633	NC	cl25866
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	368653	693	812	0.00092672	40.9307	pfam05887	Trypan_PARP	 - 	cl29137
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	369943	1042	1251	0.000933904	43.5326	pfam08549	SWI-SNF_Ssr4	N	cl25487
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	374084	759	1015	0.00094238	43.4807	pfam15759	TMEM108	C	cl25499
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	374084	759	1015	0.00094238	43.4807	cl25499	TMEM108 superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237284	681	849	0.000957961	43.4289	PRK13108	PRK13108	N	cl36218
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	237284	681	849	0.000957961	43.4289	cl36218	PRK13108 superfamily	N	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237171	942	1159	0.000961322	43.3539	PRK12678	PRK12678	C	cl36163
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	237171	942	1159	0.000961322	43.3539	cl36163	PRK12678 superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	223029	653	753	0.000999366	43.0698	PHA03264	PHA03264	N	cl33721
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	374435	1122	1236	0.00133042	40.3315	pfam16210	Keratin_2_tail	 - 	cl23814
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	374435	1122	1236	0.00133042	40.3315	cl23814	Keratin_2_tail superfamily	 - 	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	367360	757	1018	0.00133253	43.0854	pfam03154	Atrophin-1	C	cl38111
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	223029	867	974	0.00137478	42.6846	PHA03264	PHA03264	N	cl33721
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237537	1083	1216	0.00139557	42.5882	PRK13875	PRK13875	N	cl28436
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237537	1068	1188	0.00170083	42.5882	PRK13875	PRK13875	N	cl28436
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	370723	966	1124	0.00179898	41.5996	pfam09849	DUF2076	N	cl26593
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	391571	966	1124	0.00179898	41.5996	cl26593	DUF2076 superfamily	N	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	374970	754	953	0.00198936	41.7453	pfam17061	PARM	C	cl37917
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	374970	754	953	0.00198936	41.7453	cl37917	PARM superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237874	888	1006	0.00205876	42.4551	PRK14971	PRK14971	NC	cl36455
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	237874	888	1006	0.00205876	42.4551	cl36455	PRK14971 superfamily	NC	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237874	900	1014	0.00207638	42.4551	PRK14971	PRK14971	NC	cl36455
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	184923	650	775	0.00207803	42.3595	PRK14959	PRK14959	NC	cl33044
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	184923	650	775	0.00207803	42.3595	cl33044	PRK14959 superfamily	NC	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	223033	737	855	0.00217709	41.8641	PHA03291	PHA03291	NC	cl30053
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	223033	737	855	0.00217709	41.8641	cl30053	PHA03291 superfamily	NC	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	282710	778	813	0.00247989	36.6864	pfam04886	PT	 - 	cl04822
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	368653	667	760	0.00248401	39.7751	pfam05887	Trypan_PARP	N	cl29137
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	227614	1007	1302	0.00252199	42.1661	COG5295	Hia	NC	cl34974
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	226365	1118	1287	0.00263932	42.0487	COG3846	TrbL	N	cl01503
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	177614	650	945	0.00266281	42.3472	PHA03377	PHA03377	NC	cl31823
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	177614	650	945	0.00266281	42.3472	cl31823	PHA03377 superfamily	NC	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237171	1060	1269	0.0027599	42.1983	PRK12678	PRK12678	C	cl36163
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	373751	712	814	0.00289245	42.1214	pfam15324	TALPID3	N	cl25881
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	373751	712	814	0.00289245	42.1214	cl25881	TALPID3 superfamily	N	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	282710	853	897	0.00353497	36.3012	pfam04886	PT	 - 	cl04822
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	236090	612	800	0.00355564	41.8953	PRK07764	PRK07764	N	cl35613
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	223029	928	1014	0.00428661	41.1438	PHA03264	PHA03264	N	cl33721
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	273344	778	971	0.00440743	41.5196	TIGR00927	2A1904	NC	cl36772
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	225751	1034	1336	0.00454978	41.6372	COG3210	FhaB	C	cl27105
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	225751	1034	1336	0.00454978	41.6372	cl27105	FhaB superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237874	840	962	0.00490836	41.2995	PRK14971	PRK14971	NC	cl36455
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	374435	1134	1248	0.00496319	38.7907	pfam16210	Keratin_2_tail	 - 	cl23814
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	227614	1085	1420	0.00550993	41.0105	COG5295	Hia	C	cl34974
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	225483	1052	1301	0.0057633	40.7502	COG2931	COG2931	C	cl26960
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	225483	1052	1301	0.0057633	40.7502	cl26960	COG2931 superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	368653	744	858	0.00587294	38.6195	pfam05887	Trypan_PARP	N	cl29137
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	225751	983	1384	0.00596398	41.252	COG3210	FhaB	C	cl27105
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	147458	1077	1219	0.00624406	40.1758	pfam05268	GP38	N	cl05026
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	147458	1077	1219	0.00624406	40.1758	cl05026	GP38 superfamily	N	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	374435	1050	1172	0.00660553	38.4055	pfam16210	Keratin_2_tail	 - 	cl23814
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	374084	651	957	0.00662742	40.7843	pfam15759	TMEM108	C	cl25499
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	367362	785	1296	0.00665064	40.7014	pfam03157	Glutenin_hmw	 - 	cl26620
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	367362	785	1296	0.00665064	40.7014	cl26620	Glutenin_hmw superfamily	 - 	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	185594	965	1275	0.00678367	40.8288	PTZ00395	PTZ00395	C	cl33180
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	185594	965	1275	0.00678367	40.8288	cl33180	PTZ00395 superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	236940	876	959	0.00699715	39.6008	PRK11633	PRK11633	NC	cl25866
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237284	711	883	0.00707662	40.3473	PRK13108	PRK13108	N	cl36218
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	312941	1076	1300	0.00732828	40.762	pfam09606	Med15	C	cl26621
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	312941	1076	1300	0.00732828	40.762	cl26621	Med15 superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	368289	644	847	0.00762888	40.8295	pfam05110	AF-4	NC	cl25851
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	368289	644	847	0.00762888	40.8295	cl25851	AF-4 superfamily	NC	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	273344	766	967	0.00789703	40.7492	TIGR00927	2A1904	NC	cl36772
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	374435	1091	1190	0.00830202	38.0203	pfam16210	Keratin_2_tail	 - 	cl23814
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237537	1054	1177	0.00834223	40.2771	PRK13875	PRK13875	N	cl28436
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	236940	916	1011	0.0086912	39.2156	PRK11633	PRK11633	NC	cl25866
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	237171	914	1113	0.00892302	40.2723	PRK12678	PRK12678	C	cl36163
Q#8 - >CPAR2_600430Cparapsilosis_	superfamily	237171	914	1113	0.00892302	40.2723	cl36163	PRK12678 superfamily	C	 - 
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	374970	787	969	0.0089458	39.8193	pfam17061	PARM	C	cl37917
Q#8 - >CPAR2_600430Cparapsilosis_	non-specific	225751	1055	1384	0.00999077	40.4816	COG3210	FhaB	N	cl27105
Q#9 - >CPAR2_806420Cparapsilosis_	specific	371712	12	337	1.64968e-109	351.146	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	371712	12	337	1.64968e-109	351.146	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	367362	433	1028	7.74446e-13	73.4434	pfam03157	Glutenin_hmw	 - 	cl26620
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	367362	433	1028	7.74446e-13	73.4434	cl26620	Glutenin_hmw superfamily	 - 	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	367362	719	1294	1.81712e-11	69.2062	pfam03157	Glutenin_hmw	 - 	cl26620
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	367362	394	916	8.98622e-10	63.4282	pfam03157	Glutenin_hmw	N	cl26620
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	688	950	1.14899e-09	62.2956	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	223003	688	950	1.14899e-09	62.2956	cl27451	PHA03169 superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	1097	1310	1.46782e-09	61.9104	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	223003	1097	1310	1.46782e-09	61.9104	cl27451	PHA03169 superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	1135	1321	3.08541e-09	61.14	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	367362	817	1299	4.95534e-09	61.117	pfam03157	Glutenin_hmw	C	cl26620
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	367362	817	1299	4.95534e-09	61.117	cl26620	Glutenin_hmw superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	915	1163	9.59657e-09	59.5992	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	223003	915	1163	9.59657e-09	59.5992	cl27451	PHA03169 superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	312941	605	981	1.18504e-07	56.5552	pfam09606	Med15	C	cl26621
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	312941	605	981	1.18504e-07	56.5552	cl26621	Med15 superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	869	1081	1.48994e-07	55.7472	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	810	1050	1.55611e-07	55.7472	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	712	985	8.03026e-07	53.436	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	312941	392	723	8.15664e-07	53.8588	pfam09606	Med15	C	cl26621
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	977	1170	1.2962e-06	53.0906	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	227493	977	1170	1.2962e-06	53.0906	cl34925	SPT5 superfamily	N	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	629	832	1.48634e-06	52.6656	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	511	801	1.77265e-06	52.0481	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	374168	511	801	1.77265e-06	52.0481	cl25694	Loricrin superfamily	 - 	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	446	696	2.33261e-06	51.8952	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	579	809	2.35291e-06	51.8952	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	778	1059	2.59209e-06	51.2777	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	626	870	2.82241e-06	51.51	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	555	792	2.94734e-06	51.51	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	418	709	3.9254e-06	50.8925	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	1228	1384	4.46655e-06	51.1248	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	937	1230	5.68618e-06	50.1221	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	374168	937	1230	5.68618e-06	50.1221	cl25694	Loricrin superfamily	 - 	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	383	563	6.42515e-06	50.3544	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	312941	472	841	7.74699e-06	50.7772	pfam09606	Med15	C	cl26621
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	1064	1290	1.01495e-05	50.3792	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	273344	1064	1290	1.01495e-05	50.3792	cl36772	2A1904 superfamily	NC	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	781	950	1.02963e-05	50.009	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	227493	781	950	1.02963e-05	50.009	cl34925	SPT5 superfamily	N	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	1068	1234	1.04734e-05	50.009	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	227493	1068	1234	1.04734e-05	50.009	cl34925	SPT5 superfamily	N	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	282904	348	743	1.10068e-05	50.3	pfam05109	Herpes_BLLF1	N	cl37540
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	282904	348	743	1.10068e-05	50.3	cl37540	Herpes_BLLF1 superfamily	N	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	957	1128	1.19021e-05	50.009	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	493	700	1.36397e-05	49.584	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	385	587	1.66415e-05	49.1988	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	specific	374168	947	1267	2.13135e-05	48.5813	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	374168	947	1267	2.13135e-05	48.5813	cl25694	Loricrin superfamily	 - 	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	500	781	2.26672e-05	48.1961	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	886	1176	3.61233e-05	47.8109	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	1011	1310	3.67639e-05	47.8109	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223039	387	726	3.91589e-05	48.6289	PHA03307	PHA03307	C	cl33723
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	223039	387	726	3.91589e-05	48.6289	cl33723	PHA03307 superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	842	1123	4.01409e-05	47.4257	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	433	630	4.57605e-05	48.083	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	1066	1250	4.9879e-05	47.658	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	597	899	6.33797e-05	47.0405	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	312941	875	1246	7.86754e-05	47.3104	pfam09606	Med15	C	cl26621
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	312941	875	1246	7.86754e-05	47.3104	cl26621	Med15 superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223003	1027	1216	8.66919e-05	46.8876	PHA03169	PHA03169	C	cl27451
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	875	1122	9.43981e-05	47.2976	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	273344	875	1122	9.43981e-05	47.2976	cl36772	2A1904 superfamily	NC	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	312941	390	726	0.00011725	46.9252	pfam09606	Med15	C	cl26621
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	805	1021	0.000118579	46.9124	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	225751	377	1240	0.000120004	47.03	COG3210	FhaB	 - 	cl27105
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	225751	377	1240	0.000120004	47.03	cl27105	FhaB superfamily	 - 	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	626	801	0.000122954	46.5422	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	915	1088	0.000122954	46.5422	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	591	879	0.000127881	45.8849	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	879	1059	0.000186651	46.157	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	504	692	0.000191482	46.157	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	658	967	0.000234122	45.1145	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	223039	450	801	0.000267807	45.9325	PHA03307	PHA03307	C	cl33723
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	695	860	0.000273841	45.3866	COG5164	SPT5	N	cl34925
