#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1FC416A74EC540DB-3A1029092067A0AC
#datatype	hitsConcise Results
#status	0
#Start time	2022-05-10T01:39:07	Run time	0:00:03:39
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#88 - >XP_002547764.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	576	617	2.38871e-06	45.5068	pfam15789	Hyr1	 - 	cl24377
Q#88 - >XP_002547764.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	744	783	2.59497e-05	42.4252	pfam15789	Hyr1	 - 	cl24377
Q#88 - >XP_002547764.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	908	948	2.8628e-05	42.4252	pfam15789	Hyr1	 - 	cl24377
Q#89 - >XP_002550900.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	403079	14	338	2.31146e-168	484.04	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#90 - >XP_002549927.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	30	355	1.01942e-156	462.854	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#90 - >XP_002549927.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	555	600	0.00250371	36.262	pfam15789	Hyr1	 - 	cl24377
Q#90 - >XP_002549927.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	457	505	0.00644985	35.1064	pfam15789	Hyr1	 - 	cl24377
Q#90 - >XP_002549927.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	506	554	0.00644985	35.1064	pfam15789	Hyr1	 - 	cl24377
Q#90 - >XP_002549927.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	601	649	0.00644985	35.1064	pfam15789	Hyr1	 - 	cl24377
Q#90 - >XP_002549927.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	650	698	0.00644985	35.1064	pfam15789	Hyr1	 - 	cl24377
Q#90 - >XP_002549927.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	699	747	0.00644985	35.1064	pfam15789	Hyr1	 - 	cl24377
Q#91 - >XP_002546360.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	23	338	3.90843e-145	452.069	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#92 - >XP_717330.2 Iff9p [Candida albicans SC5314]	specific	403079	13	335	6.52646e-153	453.609	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#93 - >XP_002545452.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	13	336	2.90865e-150	457.461	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#93 - >XP_002545452.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	745	785	3.03179e-11	59.374	pfam15789	Hyr1	 - 	cl24377
Q#93 - >XP_002545452.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	1186	1226	8.379e-11	58.2184	pfam15789	Hyr1	 - 	cl24377
Q#93 - >XP_002545452.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	663	703	1.71633e-08	51.67	pfam15789	Hyr1	 - 	cl24377
Q#93 - >XP_002545452.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	833	867	1.78489e-08	51.2848	pfam15789	Hyr1	 - 	cl24377
Q#93 - >XP_002545452.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	786	818	3.64824e-08	50.5144	pfam15789	Hyr1	C	cl24377
Q#93 - >XP_002545452.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	704	734	0.000617589	38.5732	pfam15789	Hyr1	C	cl24377
Q#93 - >XP_002545452.1 predicted protein [Candida tropicalis MYA-3404]	specific	374113	1163	1185	0.00228781	37.0324	pfam15789	Hyr1	N	cl24377
Q#94 - >XP_002547620.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	13	336	7.90376e-142	440.127	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#94 - >XP_002547620.1 predicted protein [Candida tropicalis MYA-3404]	superfamily	284603	765	890	6.15098e-05	47.7658	cl25626	RAP1 superfamily	C	 - 
Q#94 - >XP_002547620.1 predicted protein [Candida tropicalis MYA-3404]	superfamily	284603	706	811	0.00771396	40.8322	cl25626	RAP1 superfamily	C	 - 
Q#95 - >XP_002421951.1 Hyr1-like cell wall protein, putative [Candida dubliniensis CD36]	specific	403079	13	335	1.5859e-151	450.143	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#96 - >XP_002421924.1 hyphally-regulated protein precursor, putative [Candida dubliniensis CD36]	specific	403079	13	335	2.48676e-151	449.372	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#97 - >XP_715137.2 Iff3p [Candida albicans SC5314]	specific	403079	13	335	3.18522e-148	441.283	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#98 - >XP_002547617.1 conserved hypothetical protein, partial [Candida tropicalis MYA-3404]	specific	403079	13	337	1.38912e-163	477.492	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	403079	13	335	1.09076e-136	429.727	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	847	892	2.63404e-05	43.1956	pfam15789	Hyr1	 - 	cl24377
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	942	987	2.63404e-05	43.1956	pfam15789	Hyr1	 - 	cl24377
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	1034	1079	2.63404e-05	43.1956	pfam15789	Hyr1	 - 	cl24377
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	1175	1220	2.63404e-05	43.1956	pfam15789	Hyr1	 - 	cl24377
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	1411	1456	2.63404e-05	43.1956	pfam15789	Hyr1	 - 	cl24377
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	1503	1548	2.63404e-05	43.1956	pfam15789	Hyr1	 - 	cl24377
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	1080	1125	2.99277e-05	42.8104	pfam15789	Hyr1	 - 	cl24377
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	1319	1364	2.99277e-05	42.8104	pfam15789	Hyr1	 - 	cl24377
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	988	1033	0.000129389	40.8844	pfam15789	Hyr1	 - 	cl24377
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	1365	1410	0.000129389	40.8844	pfam15789	Hyr1	 - 	cl24377
Q#99 - >XP_002421505.1 cell wall protein, putative [Candida dubliniensis CD36]	specific	374113	1457	1502	0.000129389	40.8844	pfam15789	Hyr1	 - 	cl24377
Q#100 - >XP_002421668.1 hyphally-regulated protein precursor, putative [Candida dubliniensis CD36]	specific	403079	13	335	4.28597e-146	447.446	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#101 - >XP_002547615.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	13	337	6.67512e-160	465.165	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#102 - >XP_711686.2 Rbr3p [Candida albicans SC5314]	specific	403079	13	335	1.35225e-143	443.209	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#102 - >XP_711686.2 Rbr3p [Candida albicans SC5314]	specific	374113	1024	1056	5.00074e-05	42.04	pfam15789	Hyr1	 - 	cl24377
Q#103 - >XP_718630.1 Iff4p [Candida albicans SC5314]	specific	403079	13	335	3.84287e-144	443.979	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#104 - >XP_714201.2 Iff8p [Candida albicans SC5314]	specific	403079	12	339	3.17176e-133	395.829	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#105 - >XP_002420246.1 conserved hypothetical protein [Candida dubliniensis CD36]	specific	403079	13	335	3.88649e-128	396.985	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#105 - >XP_002420246.1 conserved hypothetical protein [Candida dubliniensis CD36]	specific	374113	797	842	0.000478431	38.9584	pfam15789	Hyr1	 - 	cl24377
Q#105 - >XP_002420246.1 conserved hypothetical protein [Candida dubliniensis CD36]	specific	374113	751	796	0.000838409	38.188	pfam15789	Hyr1	 - 	cl24377
Q#106 - >XP_715535.1 Iff5p [Candida albicans SC5314]	specific	403079	13	335	1.1694e-129	401.607	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#106 - >XP_715535.1 Iff5p [Candida albicans SC5314]	specific	374113	809	854	5.51434e-05	41.6548	pfam15789	Hyr1	 - 	cl24377
Q#106 - >XP_715535.1 Iff5p [Candida albicans SC5314]	specific	374113	763	808	5.96535e-05	41.2696	pfam15789	Hyr1	 - 	cl24377
Q#107 - >XP_003868553.1 Iff5 GPI-anchored protein [Candida orthopsilosis Co 90-125]	specific	403079	13	338	4.34623e-164	474.41	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#107 - >XP_003868553.1 Iff5 GPI-anchored protein [Candida orthopsilosis Co 90-125]	specific	374113	460	505	0.00228126	36.262	pfam15789	Hyr1	 - 	cl24377
Q#107 - >XP_003868553.1 Iff5 GPI-anchored protein [Candida orthopsilosis Co 90-125]	specific	374113	414	459	0.00943542	34.336	pfam15789	Hyr1	 - 	cl24377
Q#108 - >XP_002420375.1 [GPI-anchored] cell wall protein, HYR(-like) family member, putative [Candida dubliniensis CD36]	specific	403079	11	342	1.3919e-129	384.274	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#109 - >XP_003868554.1 Iff5 GPI-anchored protein [Candida orthopsilosis Co 90-125]	specific	403079	13	338	3.91076e-161	472.099	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#109 - >XP_003868554.1 Iff5 GPI-anchored protein [Candida orthopsilosis Co 90-125]	superfamily	282904	311	566	9.88125e-14	75.338	cl37540	Herpes_BLLF1 superfamily	NC	 - 
Q#110 - >XP_717969.1 Hyr4p [Candida albicans SC5314]	specific	403079	13	330	8.71964e-145	439.742	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#110 - >XP_717969.1 Hyr4p [Candida albicans SC5314]	specific	374113	703	751	2.94998e-05	42.04	pfam15789	Hyr1	 - 	cl24377
Q#110 - >XP_717969.1 Hyr4p [Candida albicans SC5314]	specific	374113	657	702	0.000241752	39.7288	pfam15789	Hyr1	 - 	cl24377
Q#111 - >XP_002421681.1 Hyr1p homologue, putative [Candida dubliniensis CD36]	specific	403079	13	330	1.1736e-140	428.957	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#111 - >XP_002421681.1 Hyr1p homologue, putative [Candida dubliniensis CD36]	specific	374113	668	713	3.56117e-05	42.04	pfam15789	Hyr1	 - 	cl24377
Q#111 - >XP_002421681.1 Hyr1p homologue, putative [Candida dubliniensis CD36]	specific	374113	714	762	7.44161e-05	40.8844	pfam15789	Hyr1	 - 	cl24377
Q#112 - >XP_002545510.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	1	215	1.23678e-106	325.723	pfam11765	Hyphal_reg_CWP	N	cl13246
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	403079	12	337	3.14867e-147	454.765	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	454	494	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	495	535	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	536	576	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	577	617	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	664	704	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	705	745	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	746	786	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	787	827	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	828	868	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	869	909	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	910	950	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	997	1037	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#113 - >XP_036665264.1 uncharacterized protein CPAR2_806410 [Candida parapsilosis]	specific	374113	1176	1216	0.000926609	38.188	pfam15789	Hyr1	 - 	cl24377
Q#114 - >XP_020061729.1 uncharacterized protein CANTADRAFT_38556, partial [Suhomyces tanzawaensis NRRL Y-17324]	specific	403079	3	322	1.53128e-136	390.051	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#115 - >XP_020063353.1 uncharacterized protein CANTADRAFT_84623, partial [Suhomyces tanzawaensis NRRL Y-17324]	specific	403079	12	335	1.00472e-139	398.526	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	403079	1	214	7.0803e-95	309.545	pfam11765	Hyphal_reg_CWP	N	cl13246
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	655	697	2.30336e-05	42.8104	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	1077	1119	2.30336e-05	42.8104	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	784	826	2.80332e-05	42.4252	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	698	740	3.87665e-05	42.04	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	827	867	4.67225e-05	42.04	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	868	908	4.67225e-05	42.04	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	993	1033	4.67225e-05	42.04	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	1120	1160	4.67225e-05	42.04	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	1202	1244	5.15463e-05	42.04	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	952	992	5.25693e-05	41.6548	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	1161	1201	5.25693e-05	41.6548	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	1245	1285	5.25693e-05	41.6548	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	741	783	5.79971e-05	41.6548	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	909	951	5.79971e-05	41.6548	pfam15789	Hyr1	 - 	cl24377
Q#116 - >XP_002547616.1 conserved hypothetical protein [Candida tropicalis MYA-3404]	specific	374113	1034	1076	0.00010357	40.8844	pfam15789	Hyr1	 - 	cl24377
Q#117 - >XP_714246.2 Iff6p [Candida albicans SC5314]	specific	403079	13	337	5.91843e-132	402.763	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#118 - >XP_020062061.1 uncharacterized protein CANTADRAFT_32420, partial [Suhomyces tanzawaensis NRRL Y-17324]	specific	403079	17	332	3.40235e-136	390.437	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#119 - >XP_002418802.1 GPI-anchored protein of unknown function, putative [Candida dubliniensis CD36]	specific	403079	13	337	4.13146e-125	388.896	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#120 - >XP_020062062.1 uncharacterized protein CANTADRAFT_23782 [Suhomyces tanzawaensis NRRL Y-17324]	specific	403079	23	337	3.96302e-124	368.866	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#121 - >XP_001485543.1 hypothetical protein PGUG_01214 [Meyerozyma guilliermondii ATCC 6260]	specific	403079	53	370	9.11224e-141	403.148	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#122 - >XP_001523105.1 hypothetical protein LELG_05651 [Lodderomyces elongisporus NRRL YB-4239]	specific	403079	12	325	1.32933e-117	376.184	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#123 - >XP_036664320.1 uncharacterized protein CPAR2_301310 [Candida parapsilosis]	specific	403079	13	341	2.79317e-137	395.444	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	403079	13	338	9.46645e-126	395.829	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	370	412	1.48797e-06	46.2772	pfam15789	Hyr1	 - 	cl24377
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	1191	1231	0.00243447	37.0324	pfam15789	Hyr1	 - 	cl24377
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	863	903	0.00245857	37.0324	pfam15789	Hyr1	 - 	cl24377
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	945	985	0.00245857	37.0324	pfam15789	Hyr1	 - 	cl24377
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	1068	1108	0.00245857	37.0324	pfam15789	Hyr1	 - 	cl24377
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	535	575	0.00546146	36.262	pfam15789	Hyr1	 - 	cl24377
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	658	698	0.00546146	36.262	pfam15789	Hyr1	 - 	cl24377
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	699	739	0.00546146	36.262	pfam15789	Hyr1	 - 	cl24377
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	740	780	0.00546146	36.262	pfam15789	Hyr1	 - 	cl24377
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	822	862	0.00546146	36.262	pfam15789	Hyr1	 - 	cl24377
Q#124 - >XP_036665262.1 uncharacterized protein CPAR2_806390 [Candida parapsilosis]	specific	374113	1232	1272	0.00546146	36.262	pfam15789	Hyr1	 - 	cl24377
Q#125 - >XP_001487825.1 hypothetical protein PGUG_01202 [Meyerozyma guilliermondii ATCC 6260]	specific	403079	11	328	3.5116e-127	400.837	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#126 - >XP_036667771.1 uncharacterized protein CPAR2_404120 [Candida parapsilosis]	specific	403079	13	341	4.54176e-143	410.467	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#127 - >XP_036664319.1 uncharacterized protein CPAR2_301300 [Candida parapsilosis]	specific	403079	13	341	1.32822e-138	398.911	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#128 - >XP_001485548.1 hypothetical protein PGUG_01219 [Meyerozyma guilliermondii ATCC 6260]	specific	403079	16	322	3.92313e-133	407	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#128 - >XP_001485548.1 hypothetical protein PGUG_01219 [Meyerozyma guilliermondii ATCC 6260]	specific	404761	996	1035	0.000278425	39.4801	pfam13928	Flocculin_t3	 - 	cl16482
Q#129 - >XP_001482143.1 hypothetical protein PGUG_05906 [Meyerozyma guilliermondii ATCC 6260]	specific	403079	13	329	3.66683e-132	403.919	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#129 - >XP_001482143.1 hypothetical protein PGUG_05906 [Meyerozyma guilliermondii ATCC 6260]	specific	404761	943	982	7.93565e-05	41.0209	pfam13928	Flocculin_t3	 - 	cl16482
Q#130 - >XP_002547904.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	10	329	8.34948e-117	361.932	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#130 - >XP_002547904.1 predicted protein [Candida tropicalis MYA-3404]	superfamily	407690	820	1013	0.00387349	41.0987	cl39316	DUF5585 superfamily	C	 - 
Q#131 - >XP_036664321.1 uncharacterized protein CPAR2_301320 [Candida parapsilosis]	specific	403079	13	341	1.64029e-143	411.623	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#132 - >XP_036668412.1 uncharacterized protein CPAR2_702650 [Candida parapsilosis]	specific	403079	11	339	2.24143e-135	390.822	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#133 - >XP_036664318.1 uncharacterized protein CPAR2_301290 [Candida parapsilosis]	specific	403079	13	342	3.87086e-131	380.807	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#134 - >XP_006683698.1 uncharacterized protein CANTEDRAFT_112175 [Yamadazyma tenuis ATCC 10573]	specific	403079	11	327	4.89596e-120	348.45	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#135 - >XP_002550128.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	12	325	2.61731e-99	318.79	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#136 - >XP_036667770.1 uncharacterized protein CPAR2_404110 [Candida parapsilosis]	specific	403079	13	342	9.22064e-133	383.888	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#137 - >XP_036664322.1 uncharacterized protein CPAR2_301330 [Candida parapsilosis]	specific	403079	13	341	3.07684e-124	363.088	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#137 - >XP_036664322.1 uncharacterized protein CPAR2_301330 [Candida parapsilosis]	specific	282710	374	400	1.02019e-08	50.5536	pfam04886	PT	 - 	cl04822
Q#138 - >XP_003868555.1 hypothetical protein CORT_0C02750 [Candida orthopsilosis Co 90-125]	specific	403079	13	341	6.86845e-122	368.48	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#138 - >XP_003868555.1 hypothetical protein CORT_0C02750 [Candida orthopsilosis Co 90-125]	superfamily	282904	511	673	0.00677291	39.8996	cl37540	Herpes_BLLF1 superfamily	NC	 - 
Q#139 - >XP_002550768.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	21	326	1.70887e-108	323.797	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#140 - >XP_036663837.1 uncharacterized protein CPAR2_106920 [Candida parapsilosis]	specific	403079	3	336	8.95419e-122	356.924	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#141 - >XP_002419003.1 hyphally regulated cell wall protein, putative [Candida dubliniensis CD36]	specific	403079	15	338	6.42261e-123	363.473	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#141 - >XP_002419003.1 hyphally regulated cell wall protein, putative [Candida dubliniensis CD36]	specific	404761	434	477	2.46317e-14	66.8293	pfam13928	Flocculin_t3	 - 	cl16482
Q#141 - >XP_002419003.1 hyphally regulated cell wall protein, putative [Candida dubliniensis CD36]	superfamily	407690	378	527	0.00566902	39.1727	cl39316	DUF5585 superfamily	NC	 - 
Q#142 - >XP_036665265.1 uncharacterized protein CPAR2_806420 [Candida parapsilosis]	specific	403079	12	337	1.53888e-109	351.146	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#142 - >XP_036665265.1 uncharacterized protein CPAR2_806420 [Candida parapsilosis]	superfamily	367362	433	1028	8.05511e-13	73.4434	cl26620	Glutenin_hmw superfamily	 - 	 - 
Q#142 - >XP_036665265.1 uncharacterized protein CPAR2_806420 [Candida parapsilosis]	superfamily	367362	817	1299	5.15411e-09	61.117	cl26620	Glutenin_hmw superfamily	C	 - 
Q#143 - >XP_717774.1 Iff11p [Candida albicans SC5314]	specific	403079	15	338	1.11097e-120	356.924	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#143 - >XP_717774.1 Iff11p [Candida albicans SC5314]	specific	404761	409	452	1.15151e-09	53.7325	pfam13928	Flocculin_t3	 - 	cl16482
Q#144 - >XP_036663836.1 uncharacterized protein CPAR2_106910 [Candida parapsilosis]	specific	403079	14	343	2.29993e-118	346.909	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#145 - >XP_002546744.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	14	321	1.15415e-98	293.752	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#146 - >XP_006684896.1 uncharacterized protein CANTEDRAFT_92443, partial [Yamadazyma tenuis ATCC 10573]	specific	403079	32	357	1.02243e-109	323.412	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#147 - >XP_036662815.1 uncharacterized protein CPAR2_600430 [Candida parapsilosis]	specific	403079	13	342	1.04826e-115	365.784	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#147 - >XP_036662815.1 uncharacterized protein CPAR2_600430 [Candida parapsilosis]	superfamily	406314	1068	1336	1.02048e-11	67.8082	cl25694	Loricrin superfamily	 - 	 - 
Q#147 - >XP_036662815.1 uncharacterized protein CPAR2_600430 [Candida parapsilosis]	superfamily	397323	642	1015	1.78552e-11	68.9294	cl38111	Atrophin-1 superfamily	C	 - 
Q#148 - >XP_717775.2 LOW QUALITY PROTEIN: FLO9p [Candida albicans SC5314]	specific	403079	9	338	7.08554e-98	314.938	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#148 - >XP_717775.2 LOW QUALITY PROTEIN: FLO9p [Candida albicans SC5314]	specific	373302	921	1067	0.000582381	41.0328	pfam14797	SEEEED	 - 	cl25846
Q#149 - >XP_002547891.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	13	312	1.40745e-97	302.611	pfam11765	Hyphal_reg_CWP	 - 	cl13246
