Accession,Organism,Query,Rank Per Query,Rank Per Subject,Align Length,E-Value,Score,Identity,Query Coverage
KND98529.2,Candida auris strain 6684,Caur_Hil1,66,1,310,7.74592e-59,205.297,0.3870967741935484,0.9810126582278481
KAG5419937.1,Candida metapsilosis BP57,Calb_Hyr1,66,1,345,3.63678e-38,144.821,0.3507246376811594,1
CPAR2_404120-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1,66,3,315,5.25743e-12,71.2478,0.26031746031746034,0.9115853658536586
B9J08_004451-t37_1-p1,Candida auris strain B8441,Caur_Hil1,67,1,310,1.05447e-58,204.912,0.3870967741935484,0.9810126582278481
KAG5419938.1,Candida metapsilosis BP57,Calb_Hyr1,67,1,311,8.72343e-38,144.436,0.3504823151125402,0.9074074074074074
C2_09130C_A-T-p1,Candida albicans SC5314,Cgla_Hyr1,67,3,298,5.75862e-12,72.0182,0.27181208053691275,0.8841463414634146
PIS50975.1,Candida auris strain B11221,Caur_Hil1,68,1,310,2.65911e-58,203.756,0.38387096774193546,0.9810126582278481
KAG5419409.1,Candida metapsilosis BP57,Calb_Hyr1,68,1,339,3.8888e-37,142.124,0.336283185840708,1
CPAR2_301300-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1,68,3,315,6.09344e-12,71.2478,0.2634920634920635,0.9115853658536586
CXQ85_003765-t46_1-p1,Candida haemulonis B11899,Caur_Hil1,69,1,329,1.92276e-55,199.134,0.3768996960486322,0.9778481012658228
CPAR2_301330-T-p1,Candida parapsilosis CDC317,Calb_Hyr1,69,1,321,1.71404e-36,140.584,0.3582554517133956,0.9475308641975309
CXQ87_003607-t45_1-p1,Candida duobushaemulonis strain B09383,Cgla_Hyr1,69,3,288,9.03375e-12,71.2478,0.3020833333333333,0.7682926829268293
PSK38400.1,Candida pseudohaemulonii strain B12108,Caur_Hil1,70,1,311,4.88461e-55,196.438,0.3762057877813505,0.9841772151898734
CTRG_05066-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1,70,1,281,8.83431e-35,136.346,0.35587188612099646,0.8549382716049383
C3_00580W_A-T-p1,Candida albicans SC5314,Cgla_Hyr1,70,3,292,9.74205e-12,70.8626,0.2773972602739726,0.8689024390243902
CXQ87_001485-t45_1-p1,Candida duobushaemulonis strain B09383,Caur_Hil1,71,1,311,2.52261e-54,194.897,0.3858520900321543,0.9841772151898734
KAG5419410.1,Candida metapsilosis BP57,Calb_Hyr1,71,1,275,1.94233e-34,134.806,0.3418181818181818,0.8240740740740741
CXQ87_005018-t45_1-p1,Candida duobushaemulonis strain B09383,Cgla_Hyr1,71,3,335,1.08631e-11,71.2478,0.2835820895522388,0.9817073170731707
CXQ87_003243-t45_1-p1,Candida duobushaemulonis strain B09383,Caur_Hil1,72,1,338,4.0207e-51,184.111,0.3609467455621302,0.9651898734177216
CPAR2_106920-T-p1,Candida parapsilosis CDC317,Calb_Hyr1,72,1,315,2.7364e-34,134.806,0.30793650793650795,0.9166666666666666
QNG12312.1,Candida glabrata BG2,Cgla_Hyr1,72,1,351,1.13633e-11,70.8626,0.2934472934472934,0.9939024390243902
PSK38520.1,Candida pseudohaemulonii strain B12108,Caur_Hil1,73,1,343,4.28721e-49,179.489,0.36151603498542273,0.9651898734177216
CAX42585.1,Candida dubliniensis CD36,Calb_Hyr1,73,1,330,7.02203e-34,135.191,0.3090909090909091,0.9814814814814815
CAX40844.1,Candida dubliniensis CD36,Cgla_Hyr1,73,3,344,2.5401e-11,70.0922,0.2703488372093023,0.9939024390243902
CXQ85_003762-t46_1-p1,Candida haemulonis B11899,Caur_Hil1,74,1,307,1.8782e-44,167.548,0.4006514657980456,0.9715189873417721
CPAR2_806420-T-p1,Candida parapsilosis CDC317,Calb_Hyr1,74,1,329,1.78424e-33,135.576,0.3221884498480243,0.9166666666666666
CPAR2_301290-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1,74,3,322,3.58886e-11,68.9366,0.2608695652173913,0.9329268292682927
CTRG_05198-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,75,2,334,3.78051e-38,147.902,0.3263473053892216,0.9873417721518988
C3_00600W_A-T-p1,Candida albicans SC5314,Calb_Hyr1,75,1,333,1.65924e-32,130.954,0.32432432432432434,0.9814814814814815
CAR65428.1,Debaryomyces hansenii CBS767,Cgla_Hyr1,75,3,310,4.21923e-11,69.3218,0.3032258064516129,0.8902439024390244
EDK41808.2,Meyerozyma guilliermondii ATCC 6260,Caur_Hil1,76,2,327,1.33813e-37,147.517,0.363914373088685,0.9936708860759493
CTMYA2_059160.t1-p1,Candida tropicalis MYA-3404 2020,Calb_Hyr1,76,1,281,7.52794e-32,130.954,0.35587188612099646,0.8549382716049383
PSK33719.1,Candida pseudohaemulonii strain B12108,Cgla_Hyr1,76,3,290,5.49847e-11,68.9366,0.2896551724137931,0.7682926829268293
EDK37121.2,Meyerozyma guilliermondii ATCC 6260,Caur_Hil1,77,2,311,2.45138e-37,146.747,0.3536977491961415,0.9620253164556962
KAG5422147.1,Candida metapsilosis BP57,Calb_Hyr1,77,1,275,1.24255e-31,130.568,0.3490909090909091,0.8240740740740741
CLUG_05597-t34_1-p1,Clavispora lusitaniae ATCC 42720,Cgla_Hyr1,77,3,305,7.6955e-11,67.781,0.30491803278688523,0.9024390243902439
EDK37104.2,Meyerozyma guilliermondii ATCC 6260,Caur_Hil1,78,2,328,2.56144e-37,146.747,0.3323170731707317,0.9936708860759493
C3_00580W_A-T-p1,Candida albicans SC5314,Calb_Hyr1,78,1,328,9.80929e-31,126.716,0.31097560975609756,0.9753086419753086
CPAR2_106920-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1,78,3,315,1.1851e-10,67.3958,0.26666666666666666,0.9115853658536586
EDK37116.2,Meyerozyma guilliermondii ATCC 6260,Caur_Hil1,79,2,332,3.81902e-37,140.969,0.3493975903614458,0.9968354430379747
CPAR2_106910-T-p1,Candida parapsilosis CDC317,Calb_Hyr1,79,1,310,3.5915e-30,122.865,0.2967741935483871,0.9166666666666666
EDK47470.1,Lodderomyces elongisporus NRRL YB-4239,Cgla_Hyr1,79,3,341,1.63483e-10,67.781,0.24926686217008798,1
CTMYA2_057870.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,80,2,334,1.30838e-36,144.436,0.3323353293413174,0.9873417721518988
CTRG_06222-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1,80,1,326,3.8595e-30,121.324,0.2822085889570552,1
CLUG_05606-t34_1-p1,Clavispora lusitaniae ATCC 42720,Cgla_Hyr1,80,2,295,2.05376e-10,67.0106,0.3050847457627119,0.8658536585365854
CTRG_02071-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,81,2,327,5.45565e-36,142.895,0.3333333333333333,0.9683544303797469
CTMYA2_051720.t1-p1,Candida tropicalis MYA-3404 2020,Calb_Hyr1,81,1,326,3.8595e-30,121.324,0.2822085889570552,1
QNG14607.1,Candida glabrata BG2,Cgla_Hyr1,81,1,333,2.09687e-10,67.3958,0.3003003003003003,0.9634146341463414
CTMYA2_011360.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,82,2,327,5.50789e-36,142.895,0.3333333333333333,0.9683544303797469
CPAR2_600430-T-p1,Candida parapsilosis CDC317,Calb_Hyr1,82,1,277,6.36097e-29,122.479,0.3574007220216607,0.8271604938271605
PSK79346.1,Candida auris strain B11243,Cgla_Hyr1,82,3,301,3.32774e-10,66.6254,0.29900332225913623,0.8536585365853658
CTMYA2_012750.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,83,2,337,6.11266e-36,137.502,0.3264094955489614,0.9936708860759493
KAG5419967.1,Candida metapsilosis BP57,Calb_Hyr1,83,1,279,9.2463e-29,122.094,0.35125448028673834,0.8271604938271605
B9J08_004098-t37_1-p1,Candida auris strain B8441,Cgla_Hyr1,83,3,301,3.81053e-10,66.2402,0.29900332225913623,0.8536585365853658
C5_00730W_A-T-p1,Candida albicans SC5314,Caur_Hil1,84,2,333,7.63486e-36,142.124,0.34234234234234234,0.9936708860759493
KAG5418847.1,Candida metapsilosis BP57,Calb_Hyr1,84,1,285,2.46883e-28,120.553,0.3368421052631579,0.8425925925925926
CTRG_01923-t43_1-p1,Candida tropicalis MYA-3404,Cgla_Hyr1,84,3,219,4.05829e-10,66.2402,0.3105022831050228,0.649390243902439
C7_03290C_A-T-p1,Candida albicans SC5314,Caur_Hil1,85,2,332,4.15665e-35,140.198,0.35542168674698793,0.9936708860759493
CTMYA2_057850.t1-p1,Candida tropicalis MYA-3404 2020,Calb_Hyr1,85,1,164,5.01864e-28,119.783,0.3902439024390244,0.4845679012345679
CTRG_02201-t43_1-p1,Candida tropicalis MYA-3404,Cgla_Hyr1,85,3,292,6.01336e-10,65.855,0.2808219178082192,0.8719512195121951
CTRG_01924-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,86,2,325,6.14555e-35,139.428,0.3353846153846154,0.9556962025316456
CTRG_05200-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1,86,1,164,8.92782e-28,119.013,0.38414634146341464,0.4845679012345679
CTMYA2_050950.t1-p1,Candida tropicalis MYA-3404 2020,Cgla_Hyr1,86,3,292,6.01336e-10,65.855,0.2808219178082192,0.8719512195121951
CTRG_01922-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,87,2,337,5.33039e-34,136.732,0.32344213649851633,0.9936708860759493
EDK44380.1,Lodderomyces elongisporus NRRL YB-4239,Calb_Hyr1,87,2,175,1.16e-26,108.612,0.37714285714285717,0.5401234567901234
QEL61272.1,Candida auris strain B11245,Cgla_Hyr1,87,3,342,1.01923e-9,65.0846,0.25146198830409355,0.9939024390243902
CTMYA2_012740.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,88,2,331,3.19328e-33,134.806,0.3323262839879154,0.9683544303797469
CTRG_02188-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1,88,1,308,2.53662e-26,114.39,0.288961038961039,0.9351851851851852
CPAR2_702650-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1,88,3,317,1.02758e-9,64.3142,0.2586750788643533,0.9115853658536586
CR_03880W_A-T-p1,Candida albicans SC5314,Caur_Hil1,89,2,334,4.91691e-33,134.035,0.31736526946107785,0.9936708860759493
CTMYA2_051080.t1-p1,Candida tropicalis MYA-3404 2020,Calb_Hyr1,89,1,308,2.53662e-26,114.39,0.288961038961039,0.9351851851851852
CAX44107.1,Candida dubliniensis CD36,Cgla_Hyr1,89,3,309,2.75564e-9,63.929,0.2588996763754045,0.9176829268292683
CR_00610W_A-T-p1,Candida albicans SC5314,Caur_Hil1,90,2,328,8.69896e-33,133.265,0.3231707317073171,0.9683544303797469
EDK47355.1,Lodderomyces elongisporus NRRL YB-4239,Calb_Hyr1,90,2,175,1.31611e-25,105.916,0.38285714285714284,0.5401234567901234
CXQ85_004563-t46_1-p1,Candida haemulonis B11899,Cgla_Hyr1,90,3,339,2.96252e-9,63.5438,0.29793510324483774,0.9878048780487805
KAG5422141.1,Candida metapsilosis BP57,Caur_Hil1,91,2,331,1.49778e-32,132.494,0.33534743202416917,0.9620253164556962
CTRG_04685-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1,91,1,303,6.20026e-25,110.153,0.3069306930693069,0.9166666666666666
QNG13326.1,Candida glabrata BG2,Cgla_Hyr1,91,2,334,7.30972e-9,62.7734,0.2964071856287425,0.9634146341463414
KAG5419887.1,Candida metapsilosis BP57,Caur_Hil1,92,2,334,2.63198e-32,127.102,0.31736526946107785,0.990506329113924
CXQ87_005004-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,92,2,304,3.03236e-24,108.612,0.3059210526315789,0.9166666666666666
QEO22143.1,Candida auris strain B11220,Cgla_Hyr1,92,3,236,7.84145e-9,62.3882,0.2796610169491525,0.6798780487804879
CAX39952.1,Candida dubliniensis CD36,Caur_Hil1,93,2,334,1.09131e-31,130.183,0.31137724550898205,0.9936708860759493
CAX42584.1,Candida dubliniensis CD36,Calb_Hyr1,93,1,300,1.954e-23,106.301,0.30333333333333334,0.8888888888888888
KAG5418847.1,Candida metapsilosis BP57,Cgla_Hyr1,93,2,260,1.14092e-8,61.6178,0.2692307692307692,0.7682926829268293
CAX39925.1,Candida dubliniensis CD36,Caur_Hil1,94,2,334,1.42493e-31,129.798,0.3083832335329341,0.9936708860759493
CPAR2_806400-T-p1,Candida parapsilosis CDC317,Calb_Hyr1,94,1,276,4.13304e-22,102.449,0.35507246376811596,0.8240740740740741
QNG12526.1,Candida glabrata BG2,Cgla_Hyr1,94,1,335,1.25685e-8,62.003,0.28059701492537314,0.9512195121951219
C2_09130C_A-T-p1,Candida albicans SC5314,Caur_Hil1,95,2,338,1.81585e-31,129.413,0.3224852071005917,0.990506329113924
CTMYA2_028340.t1-p1,Candida tropicalis MYA-3404 2020,Calb_Hyr1,95,1,265,5.30174e-22,98.5969,0.32452830188679244,0.8024691358024691
CAG91149.1,Debaryomyces hansenii CBS767,Cgla_Hyr1,95,3,331,1.56108e-8,61.2326,0.29003021148036257,0.9603658536585366
CAX44107.1,Candida dubliniensis CD36,Caur_Hil1,96,2,339,3.22117e-31,128.642,0.32448377581120946,0.990506329113924
CLUG_05597-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1,96,1,326,1.14626e-21,99.3673,0.27300613496932513,0.9537037037037037
PSK75908.1,Candida auris strain B11243,Cgla_Hyr1,96,3,236,1.77806e-8,61.2326,0.2796610169491525,0.6798780487804879
CTRG_04224-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,97,2,337,7.88843e-31,127.487,0.314540059347181,0.9936708860759493
CLUG_05593-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1,97,1,323,4.94384e-20,95.9005,0.29102167182662536,0.9537037037037037
CLUG_05233-t34_1-p1,Clavispora lusitaniae ATCC 42720,Cgla_Hyr1,97,2,260,2.55891e-8,60.8474,0.31153846153846154,0.7591463414634146
CAX39606.1,Candida dubliniensis CD36,Caur_Hil1,98,2,326,8.86081e-31,127.487,0.31901840490797545,0.9683544303797469
CAGL0I07293g-T-p1,Candida glabrata CBS 138,Calb_Hyr1,98,2,306,6.83185e-20,95.9005,0.3006535947712418,0.904320987654321
PIS56205.1,Candida auris strain B11221,Cgla_Hyr1,98,3,351,2.6175e-8,60.4622,0.2564102564102564,0.9939024390243902
CR_03630W_A-T-p1,Candida albicans SC5314,Caur_Hil1,99,2,334,1.35043e-30,126.716,0.3023952095808383,0.9936708860759493
QNG14727.1,Candida glabrata BG2,Calb_Hyr1,99,2,306,8.62543e-20,95.5153,0.3006535947712418,0.904320987654321
B9J08_001155-t37_1-p1,Candida auris strain B8441,Cgla_Hyr1,99,3,351,2.64065e-8,60.4622,0.2564102564102564,0.9939024390243902
CAX41550.1,Candida dubliniensis CD36,Caur_Hil1,100,2,337,1.60141e-30,126.716,0.32344213649851633,0.9936708860759493
B9J08_004098-t37_1-p1,Candida auris strain B8441,Calb_Hyr1,100,2,309,2.60263e-18,90.8929,0.2783171521035599,0.9166666666666666
CLUG_05593-t34_1-p1,Clavispora lusitaniae ATCC 42720,Cgla_Hyr1,100,3,261,3.1817e-8,60.077,0.32567049808429116,0.7591463414634146
CTMYA2_026150.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,101,2,337,4.05989e-30,125.561,0.314540059347181,0.9936708860759493
PSK79346.1,Candida auris strain B11243,Calb_Hyr1,101,2,309,2.85612e-18,90.8929,0.2783171521035599,0.9166666666666666
CAX42584.1,Candida dubliniensis CD36,Cgla_Hyr1,101,3,299,3.24675e-8,60.4622,0.26421404682274247,0.8689024390243902
KAG5422149.1,Candida metapsilosis BP57,Caur_Hil1,102,2,336,4.33342e-30,125.561,0.3244047619047619,0.9873417721518988
CXQ87_001666-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,102,2,306,4.41607e-18,90.1225,0.28104575163398693,0.9166666666666666
CTRG_02188-t43_1-p1,Candida tropicalis MYA-3404,Cgla_Hyr1,102,3,300,3.56495e-8,60.077,0.26666666666666666,0.8871951219512195
CTMYA2_000690.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,103,2,325,4.83873e-30,125.561,0.31384615384615383,0.9556962025316456
QEL63125.1,Candida auris strain B11245,Calb_Hyr1,103,2,324,7.31627e-18,88.9669,0.26851851851851855,0.9660493827160493
CTMYA2_051080.t1-p1,Candida tropicalis MYA-3404 2020,Cgla_Hyr1,103,3,300,3.56495e-8,60.077,0.26666666666666666,0.8871951219512195
CAX40844.1,Candida dubliniensis CD36,Caur_Hil1,104,2,333,5.77255e-30,125.176,0.33933933933933935,0.9936708860759493
CXQ87_005018-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,104,2,319,1.46156e-17,88.9669,0.27586206896551724,0.9629629629629629
CAGL0D00116g-T-p1,Candida glabrata CBS 138,Cgla_Hyr1,104,2,255,6.18628e-8,58.5362,0.29411764705882354,0.7317073170731707
CAX42469.1,Candida dubliniensis CD36,Caur_Hil1,105,2,334,6.84153e-30,124.79,0.3203592814371258,0.9936708860759493
CXQ87_005009-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,105,2,306,2.38888e-17,87.8113,0.2777777777777778,0.9166666666666666
CTMYA2_028340.t1-p1,Candida tropicalis MYA-3404 2020,Cgla_Hyr1,105,3,256,9.8741e-8,57.7658,0.2890625,0.7682926829268293
CTRG_05838-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,106,2,325,7.10447e-30,124.79,0.31384615384615383,0.9556962025316456
CXQ85_004928-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,106,2,222,4.81019e-17,87.4261,0.30180180180180183,0.6666666666666666
QEL57973.1,Candida auris strain B11245,Cgla_Hyr1,106,3,299,1.55815e-7,58.151,0.29431438127090304,0.8536585365853658
KAG5422150.1,Candida metapsilosis BP57,Caur_Hil1,107,2,335,1.12638e-29,124.405,0.32238805970149254,0.9873417721518988
PIS49873.1,Candida auris strain B11221,Calb_Hyr1,107,2,321,5.17887e-17,87.0409,0.26479750778816197,0.9629629629629629
B9J08_001531-t37_1-p1,Candida auris strain B8441,Cgla_Hyr1,107,3,300,2.37028e-7,57.7658,0.2866666666666667,0.8597560975609756
CAX39619.1,Candida dubliniensis CD36,Caur_Hil1,108,2,317,1.25489e-29,124.02,0.3217665615141956,0.9462025316455697
B9J08_004892-t37_1-p1,Candida auris strain B8441,Calb_Hyr1,108,2,321,6.78394e-17,86.6557,0.26479750778816197,0.9629629629629629
KND99597.2,Candida auris strain 6684,Cgla_Hyr1,108,3,300,2.37028e-7,57.7658,0.2866666666666667,0.8597560975609756
C4_06550C_A-T-p1,Candida albicans SC5314,Caur_Hil1,109,2,334,1.66068e-29,123.635,0.3203592814371258,0.9936708860759493
QEL62736.1,Candida auris strain B11245,Calb_Hyr1,109,2,321,6.97294e-17,86.6557,0.2616822429906542,0.9629629629629629
KAG5419966.1,Candida metapsilosis BP57,Cgla_Hyr1,109,3,198,2.76052e-7,55.4546,0.30808080808080807,0.5762195121951219
EDK47355.1,Lodderomyces elongisporus NRRL YB-4239,Caur_Hil1,110,1,184,3.34445e-29,115.546,0.391304347826087,0.5664556962025317
PSK74847.1,Candida auris strain B11243,Calb_Hyr1,110,2,321,6.97294e-17,86.6557,0.2616822429906542,0.9629629629629629
QEL62736.1,Candida auris strain B11245,Cgla_Hyr1,110,3,317,3.06867e-7,57.3806,0.277602523659306,0.9329268292682927
CPAR2_806410-T-p1,Candida parapsilosis CDC317,Caur_Hil1,111,2,336,4.88995e-29,122.479,0.32142857142857145,0.9873417721518988
CAH02569.1,Kluyveromyces lactis NRRL Y-1140,Calb_Hyr1,111,2,333,8.10805e-17,86.2705,0.29429429429429427,0.9598765432098766
PSK74847.1,Candida auris strain B11243,Cgla_Hyr1,111,3,317,3.06867e-7,57.3806,0.277602523659306,0.9329268292682927
EDK44380.1,Lodderomyces elongisporus NRRL YB-4239,Caur_Hil1,112,1,186,1.00597e-28,114.005,0.3978494623655914,0.5727848101265823
CLUG_05233-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1,112,1,338,2.01732e-16,85.5001,0.28994082840236685,0.9876543209876543
CXQ87_005334-t45_1-p1,Candida duobushaemulonis strain B09383,Cgla_Hyr1,112,3,269,3.15658e-7,57.3806,0.30855018587360594,0.7957317073170732
CR_00760C_A-T-p1,Candida albicans SC5314,Caur_Hil1,113,2,326,1.6354e-28,120.939,0.30368098159509205,0.9746835443037974
QEL61272.1,Candida auris strain B11245,Calb_Hyr1,113,2,233,2.6376e-16,84.7297,0.2875536480686695,0.6728395061728395
CXQ87_001664-t45_1-p1,Candida duobushaemulonis strain B09383,Cgla_Hyr1,113,3,256,4.39792e-7,56.9954,0.296875,0.7073170731707317
CTMYA2_012720.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,114,2,346,1.16809e-27,118.627,0.31213872832369943,0.9936708860759493
CXQ85_003765-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,114,2,231,6.19986e-16,83.9593,0.30303030303030304,0.6358024691358025
QEL59874.1,Candida auris strain B11245,Cgla_Hyr1,114,3,269,5.15878e-7,56.6102,0.3048327137546468,0.7164634146341463
C5_00710W_A-T-p1,Candida albicans SC5314,Caur_Hil1,115,2,336,1.21156e-27,118.242,0.30952380952380953,0.990506329113924
PSK35845.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,115,2,219,7.87098e-16,83.5741,0.3013698630136986,0.6574074074074074
CPAR2_106910-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1,115,3,310,5.73646e-7,55.8398,0.2806451612903226,0.9024390243902439
CTRG_01926-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,116,2,346,2.32995e-27,117.472,0.31213872832369943,0.9936708860759493
QEL57971.1,Candida auris strain B11245,Calb_Hyr1,116,2,304,1.12893e-15,82.8037,0.26644736842105265,0.9166666666666666
CXQ85_002807-t46_1-p1,Candida haemulonis B11899,Cgla_Hyr1,116,3,277,6.92069e-7,56.225,0.27075812274368233,0.7865853658536586
KAG5422148.1,Candida metapsilosis BP57,Caur_Hil1,117,2,325,2.86646e-27,117.087,0.31384615384615383,0.9556962025316456
CLUG_05606-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1,117,1,272,1.22184e-15,82.8037,0.2867647058823529,0.8055555555555556
PSK35845.1,Candida pseudohaemulonii strain B12108,Cgla_Hyr1,117,3,302,7.62302e-7,56.225,0.2980132450331126,0.8323170731707317
CAX41453.1,Candida dubliniensis CD36,Caur_Hil1,118,2,344,8.44731e-27,115.546,0.30523255813953487,0.9936708860759493
PSK37584.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,118,2,334,1.49287e-15,82.4185,0.27245508982035926,0.9876543209876543
PIS56524.1,Candida auris strain B11221,Cgla_Hyr1,118,3,293,7.74617e-7,56.225,0.2901023890784983,0.8384146341463414
CTRG_00233-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,119,2,333,2.59766e-26,114.39,0.2882882882882883,0.9873417721518988
PSK75908.1,Candida auris strain B11243,Calb_Hyr1,119,2,231,1.51609e-15,82.4185,0.29004329004329005,0.6666666666666666
PSK41664.1,Candida pseudohaemulonii strain B12108,Cgla_Hyr1,119,3,280,7.89969e-7,56.225,0.2892857142857143,0.7560975609756098
CTMYA2_034580.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,120,2,333,2.59766e-26,114.39,0.2882882882882883,0.9873417721518988
QEO22143.1,Candida auris strain B11220,Calb_Hyr1,120,2,231,1.5664e-15,82.4185,0.2857142857142857,0.6666666666666666
PSK76051.1,Candida auris strain B11243,Cgla_Hyr1,120,3,273,9.50619e-7,55.8398,0.29304029304029305,0.7164634146341463
CTRG_04426-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,121,2,334,7.13406e-23,104.375,0.3083832335329341,0.9810126582278481
CXQ85_004549-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,121,2,306,1.63365e-15,82.4185,0.27124183006535946,0.9166666666666666
CXQ85_003765-t46_1-p1,Candida haemulonis B11899,Cgla_Hyr1,121,3,299,0.00000120624,55.4546,0.26421404682274247,0.7560975609756098
CTMYA2_030820.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,122,2,334,7.13406e-23,104.375,0.3083832335329341,0.9810126582278481
CAGL0E06600g-T-p1,Candida glabrata CBS 138,Calb_Hyr1,122,2,304,1.66663e-15,82.4185,0.28618421052631576,0.8888888888888888
CPAR2_404110-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1,122,3,319,0.00000125878,55.0694,0.2852664576802508,0.9115853658536586
CTMYA2_035130.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,123,2,346,3.24069e-20,96.6709,0.30346820809248554,0.9936708860759493
QNG13321.1,Candida glabrata BG2,Calb_Hyr1,123,2,304,2.00435e-15,82.4185,0.2894736842105263,0.8888888888888888
KAG5419938.1,Candida metapsilosis BP57,Cgla_Hyr1,123,3,316,0.00000142948,54.6842,0.25949367088607594,0.9115853658536586
CPAR2_806390-T-p1,Candida parapsilosis CDC317,Caur_Hil1,124,2,336,3.99635e-20,96.2857,0.28273809523809523,0.9873417721518988
CXQ87_003607-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,124,2,198,2.31957e-15,82.0333,0.30303030303030304,0.5895061728395061
QNG14140.1,Candida glabrata BG2,Cgla_Hyr1,124,1,349,0.00000143921,55.4546,0.30659025787965616,0.9939024390243902
C1_13450W_A-T-p1,Candida albicans SC5314,Caur_Hil1,125,2,330,8.1733e-20,95.1301,0.2696969696969697,0.990506329113924
PIS56205.1,Candida auris strain B11221,Calb_Hyr1,125,2,231,2.54027e-15,82.0333,0.29004329004329005,0.6666666666666666
CLUG_05607-t34_1-p1,Clavispora lusitaniae ATCC 42720,Cgla_Hyr1,125,2,247,0.0000014621,55.4546,0.3076923076923077,0.7103658536585366
CPAR2_702650-T-p1,Candida parapsilosis CDC317,Caur_Hil1,126,2,326,1.44658e-17,87.4261,0.2607361963190184,0.9430379746835443
B9J08_001155-t37_1-p1,Candida auris strain B8441,Calb_Hyr1,126,2,231,2.56743e-15,82.0333,0.29004329004329005,0.6666666666666666
PIS49873.1,Candida auris strain B11221,Cgla_Hyr1,126,3,317,0.00000160882,55.0694,0.2744479495268139,0.9329268292682927
KAG5419938.1,Candida metapsilosis BP57,Caur_Hil1,127,2,298,3.6274e-17,86.6557,0.26174496644295303,0.8860759493670886
QEO24213.1,Candida auris strain B11220,Calb_Hyr1,127,2,293,3.69289e-15,81.2629,0.27986348122866894,0.8827160493827161
KAG5422146.1,Candida metapsilosis BP57,Cgla_Hyr1,127,3,319,0.00000165944,55.4546,0.2601880877742947,0.9237804878048781
EDK47470.1,Lodderomyces elongisporus NRRL YB-4239,Caur_Hil1,128,2,330,2.35874e-16,85.1149,0.2909090909090909,0.9746835443037974
KND98979.2,Candida auris strain 6684,Calb_Hyr1,128,2,293,3.89715e-15,81.2629,0.27986348122866894,0.8827160493827161
B9J08_004892-t37_1-p1,Candida auris strain B8441,Cgla_Hyr1,128,3,317,0.00000171381,55.0694,0.2744479495268139,0.9329268292682927
CAX42585.1,Candida dubliniensis CD36,Caur_Hil1,129,2,325,3.53013e-16,83.9593,0.26153846153846155,0.9588607594936709
B9J08_004110-t37_1-p1,Candida auris strain B8441,Calb_Hyr1,129,2,293,3.96972e-15,81.2629,0.27986348122866894,0.8827160493827161
QNG16707.1,Candida glabrata BG2,Cgla_Hyr1,129,2,165,0.00000266622,54.6842,0.37575757575757573,0.49390243902439024
