Accession,Organism,Query,Rank Per Query,Rank Per Subject,Align Length,E-Value,Score,Identity,Query Coverage
C3_00600W_B-T-p1,Candida albicans SC5314_B,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],44,3,302,1.12269e-14,79.7221,0.2847682119205298,0.8932926829268293
PSK75908.1,Candida auris strain B11243,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],45,1,314,1.5981e-63,219.935,0.43312101910828027,0.9651898734177216
KAG5422149.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],45,1,330,2.60215e-67,233.032,0.4303030303030303,0.9753086419753086
C3_00600W_A-T-p1,Candida albicans SC5314,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],45,3,302,1.12269e-14,79.7221,0.2847682119205298,0.8932926829268293
CXQ87_003607-t45_1-p1,Candida duobushaemulonis strain B09383,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],46,1,322,3.6398e-63,219.55,0.41304347826086957,0.9936708860759493
CAX39619.1,Candida dubliniensis CD36,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],46,1,330,1.09322e-64,225.713,0.38484848484848483,1
CR_03880W_A-T-p1,Candida albicans SC5314,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],46,3,306,1.34918e-14,79.7221,0.28104575163398693,0.8902439024390244
PIS56205.1,Candida auris strain B11221,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],47,1,314,4.67318e-63,218.394,0.43312101910828027,0.9651898734177216
KAG5422148.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],47,1,327,1.14885e-64,225.713,0.43425076452599387,0.9660493827160493
CTRG_00291-t43_1-p1,Candida tropicalis MYA-3404,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],47,2,218,1.42761e-14,79.337,0.3532110091743119,0.6158536585365854
B9J08_001155-t37_1-p1,Candida auris strain B8441,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],48,1,314,6.03874e-63,218.394,0.43312101910828027,0.9651898734177216
CTRG_00291-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],48,1,213,2.74891e-63,216.468,0.5070422535211268,0.6327160493827161
CAWG_01434-T-p1,Candida albicans WO-1,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],48,3,324,1.7386e-14,79.7221,0.30246913580246915,0.9512195121951219
CXQ85_002807-t46_1-p1,Candida haemulonis B11899,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],49,1,314,4.01267e-62,214.542,0.42356687898089174,0.9651898734177216
CPAR2_806410-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],49,1,338,3.99565e-62,218.779,0.4260355029585799,1
CPAR2_806410-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],49,3,312,2.17317e-14,79.337,0.27884615384615385,0.9176829268292683
CXQ87_005017-t45_1-p1,Candida duobushaemulonis strain B09383,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],50,1,307,4.36312e-61,215.312,0.43322475570032576,0.9525316455696202
KAG5419887.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],50,1,333,4.15916e-60,200.29,0.37237237237237236,1
CAGL0K00110g-T-p1,Candida glabrata CBS 138,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],50,1,329,2.2874e-14,78.9518,0.3069908814589666,0.9573170731707317
PSK33719.1,Candida pseudohaemulonii strain B12108,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],51,1,323,6.22735e-60,210.305,0.4024767801857585,0.9936708860759493
CTRG_01923-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],51,1,218,1.05896e-52,191.43,0.44495412844036697,0.6481481481481481
CAX39952.1,Candida dubliniensis CD36,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],51,3,305,3.67325e-14,78.5666,0.26885245901639343,0.8902439024390244
PSK79720.1,Candida auris strain B11243,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],52,1,310,7.11321e-59,205.297,0.3870967741935484,0.9810126582278481
C2_09130C_B-T-p1,Candida albicans SC5314_B,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],52,1,323,1.20983e-52,191.045,0.3653250773993808,0.9629629629629629
QNG15395.1,Candida glabrata BG2,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],52,1,330,3.8761e-14,78.5666,0.3151515151515151,0.9634146341463414
B9J08_004451-t37_1-p1,Candida auris strain B8441,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],53,1,310,1.009e-58,204.912,0.3870967741935484,0.9810126582278481
C2_09130C_A-T-p1,Candida albicans SC5314,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],53,1,326,4.89453e-52,189.504,0.3619631901840491,0.9722222222222222
KAG5418848.1,Candida metapsilosis BP57,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],53,3,316,4.5326e-14,78.1814,0.3037974683544304,0.9329268292682927
PIS50975.1,Candida auris strain B11221,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],54,1,310,2.54445e-58,203.756,0.38387096774193546,0.9810126582278481
EDK37116.2,Meyerozyma guilliermondii ATCC 6260,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],54,1,333,7.35679e-51,177.563,0.36936936936936937,0.9876543209876543
CAX39925.1,Candida dubliniensis CD36,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],54,3,305,5.40335e-14,77.7962,0.26885245901639343,0.8902439024390244
CXQ85_003765-t46_1-p1,Candida haemulonis B11899,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],55,1,329,1.83985e-55,199.134,0.3768996960486322,0.9778481012658228
CAX44107.1,Candida dubliniensis CD36,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],55,1,315,3.45579e-50,184.111,0.3619047619047619,0.9382716049382716
CAWG_01699-T-p1,Candida albicans WO-1,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],55,3,306,8.93739e-14,77.411,0.27124183006535946,0.8902439024390244
PSK38400.1,Candida pseudohaemulonii strain B12108,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],56,1,311,4.67398e-55,196.438,0.3762057877813505,0.9841772151898734
KAG5422146.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],56,1,333,1.5163e-47,176.792,0.35135135135135137,0.9938271604938271
CAGL0L00227g-T-p1,Candida glabrata CBS 138,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],56,1,323,9.06326e-14,77.411,0.29721362229102166,0.9512195121951219
CXQ87_001485-t45_1-p1,Candida duobushaemulonis strain B09383,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],57,1,311,2.41383e-54,194.897,0.3858520900321543,0.9841772151898734
EDK47470.1,Lodderomyces elongisporus NRRL YB-4239,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],57,1,325,2.14889e-46,173.326,0.3415384615384615,1
QNG15396.1,Candida glabrata BG2,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],57,1,329,9.24625e-14,77.0258,0.3069908814589666,0.9573170731707317
CXQ87_003243-t45_1-p1,Candida duobushaemulonis strain B09383,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],58,1,338,3.84732e-51,184.111,0.3609467455621302,0.9651898734177216
EDK41808.2,Meyerozyma guilliermondii ATCC 6260,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],58,1,332,4.43259e-46,172.17,0.35843373493975905,0.9876543209876543
QNG14880.1,Candida glabrata BG2,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],58,1,311,1.0692e-13,77.411,0.3279742765273312,0.9146341463414634
PSK38520.1,Candida pseudohaemulonii strain B12108,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],59,1,343,4.10234e-49,179.489,0.36151603498542273,0.9651898734177216
EDK37104.2,Meyerozyma guilliermondii ATCC 6260,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],59,1,332,6.5029e-46,171.785,0.35843373493975905,0.9938271604938271
CR_03630W_B-T-p1,Candida albicans SC5314_B,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],59,3,306,1.74369e-13,76.2554,0.27124183006535946,0.8902439024390244
CXQ85_003762-t46_1-p1,Candida haemulonis B11899,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],60,1,307,1.79721e-44,167.548,0.4006514657980456,0.9715189873417721
CPAR2_301310-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],60,1,319,3.40279e-45,163.31,0.3542319749216301,0.9475308641975309
CAWG_04465-T-p1,Candida albicans WO-1,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],60,3,315,1.99437e-13,76.2554,0.2984126984126984,0.9176829268292683
CTRG_05198-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],61,2,334,3.61749e-38,147.902,0.3263473053892216,0.9873417721518988
CPAR2_806390-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],61,1,326,4.79612e-45,169.088,0.37116564417177916,0.9722222222222222
CTRG_05198-t43_1-p1,Candida tropicalis MYA-3404,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],61,3,300,2.11782e-13,75.8702,0.2866666666666667,0.8445121951219512
EDK41808.2,Meyerozyma guilliermondii ATCC 6260,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],62,2,327,1.28043e-37,147.517,0.363914373088685,0.9936708860759493
CPAR2_404120-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],62,1,319,5.26913e-45,162.925,0.3667711598746082,0.9475308641975309
CR_03880W_B-T-p1,Candida albicans SC5314_B,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],62,3,306,2.17209e-13,76.2554,0.27124183006535946,0.8902439024390244
EDK37121.2,Meyerozyma guilliermondii ATCC 6260,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],63,2,311,2.34568e-37,146.747,0.3536977491961415,0.9620253164556962
KAA8902727.1,Diutina rugosa CBS 613,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],63,1,324,6.46287e-45,160.614,0.35185185185185186,0.9629629629629629
QNG12756.1,Candida glabrata BG2,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],63,1,323,2.43808e-13,76.2554,0.29721362229102166,0.9512195121951219
EDK37104.2,Meyerozyma guilliermondii ATCC 6260,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],64,2,328,2.45099e-37,146.747,0.3323170731707317,0.9936708860759493
CPAR2_301300-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],64,1,321,6.65832e-45,162.54,0.3644859813084112,0.9537037037037037
C5_00710W_A-T-p1,Candida albicans SC5314,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],64,3,315,2.58192e-13,75.8702,0.2984126984126984,0.9176829268292683
EDK37116.2,Meyerozyma guilliermondii ATCC 6260,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],65,2,332,3.65434e-37,140.969,0.3493975903614458,0.9968354430379747
EDK37121.2,Meyerozyma guilliermondii ATCC 6260,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],65,1,313,2.5331e-44,167.162,0.35782747603833864,0.9382716049382716
CTRG_05838-t43_1-p1,Candida tropicalis MYA-3404,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],65,3,304,2.58493e-13,76.2554,0.28618421052631576,0.8445121951219512
CAWG_04466-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],66,2,333,4.89266e-36,142.895,0.34234234234234234,0.9936708860759493
CTRG_02201-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],66,1,329,1.10937e-43,165.236,0.3495440729483283,0.9969135802469136
CAX41550.1,Candida dubliniensis CD36,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],66,3,313,3.27748e-13,75.485,0.28753993610223644,0.9024390243902439
CTRG_02071-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],67,2,327,5.22039e-36,142.895,0.3333333333333333,0.9683544303797469
KAG5418848.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],67,1,319,1.45515e-43,164.851,0.3605015673981191,0.9475308641975309
C7_03290C_B-T-p1,Candida albicans SC5314_B,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],67,3,341,3.38422e-13,75.8702,0.2756598240469208,0.9939024390243902
C5_00730W_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],68,2,333,7.30563e-36,142.124,0.34234234234234234,0.9936708860759493
KAG5419939.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],68,1,345,1.87323e-43,159.458,0.34492753623188405,0.9969135802469136
C5_00710W_B-T-p1,Candida albicans SC5314_B,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],68,3,315,3.49699e-13,75.485,0.2857142857142857,0.9176829268292683
C5_00730W_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],69,2,333,7.30563e-36,142.124,0.34234234234234234,0.9936708860759493
CPAR2_301320-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],69,1,322,4.11929e-43,157.918,0.36335403726708076,0.9475308641975309
CAWG_05662-T-p1,Candida albicans WO-1,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],69,3,342,3.69425e-13,75.485,0.2631578947368421,0.9939024390243902
CAWG_05662-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],70,2,332,1.89865e-35,140.969,0.35542168674698793,0.9936708860759493
CPAR2_702650-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],70,1,319,4.48418e-43,157.918,0.34796238244514105,0.9475308641975309
C7_03290C_A-T-p1,Candida albicans SC5314,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],70,3,342,4.70205e-13,75.0998,0.2631578947368421,0.9939024390243902
C7_03290C_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],71,2,332,3.97741e-35,140.198,0.35542168674698793,0.9936708860759493
KAA8899590.1,Diutina rugosa CBS 613,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],71,1,315,1.85454e-42,155.221,0.34285714285714286,0.941358024691358
CAWG_00106-T-p1,Candida albicans WO-1,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],71,3,304,6.8656e-13,74.7146,0.29276315789473684,0.8932926829268293
CTRG_01924-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],72,2,325,5.88054e-35,139.428,0.3353846153846154,0.9556962025316456
CPAR2_301290-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],72,1,313,9.07388e-42,154.836,0.3546325878594249,0.9166666666666666
KAA8899590.1,Diutina rugosa CBS 613,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],72,3,319,1.24236e-12,72.7886,0.27899686520376177,0.9542682926829268
KAA8899590.1,Diutina rugosa CBS 613,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],73,2,312,2.89825e-34,133.265,0.32371794871794873,0.939873417721519
KAG5419966.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],73,1,218,3.01338e-41,147.517,0.3853211009174312,0.6419753086419753
CPAR2_301320-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],73,3,314,1.24653e-12,73.1738,0.267515923566879,0.9024390243902439
CTRG_01922-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],74,2,337,5.10054e-34,136.732,0.32344213649851633,0.9936708860759493
CTRG_04426-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],74,1,289,4.82984e-40,154.836,0.39100346020761245,0.8580246913580247
CTRG_04426-t43_1-p1,Candida tropicalis MYA-3404,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],74,3,256,1.78348e-12,73.559,0.28515625,0.7652439024390244
CR_03880W_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],75,2,334,4.70489e-33,134.035,0.31736526946107785,0.9936708860759493
CPAR2_404110-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],75,1,323,6.8155e-39,146.362,0.35294117647058826,0.9475308641975309
C1_13450W_B-T-p1,Candida albicans SC5314_B,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],75,3,304,2.25623e-12,73.1738,0.28618421052631576,0.8932926829268293
KAA8898881.1,Diutina rugosa CBS 613,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],76,2,294,6.39482e-33,129.413,0.3299319727891156,0.9018987341772152
KAG5419937.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],76,1,345,3.47995e-38,144.821,0.3507246376811594,1
CAWG_01724-T-p1,Candida albicans WO-1,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],76,3,306,2.80254e-12,72.7886,0.2647058823529412,0.8902439024390244
CAWG_01420-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],77,2,328,6.88241e-33,133.65,0.32621951219512196,0.9683544303797469
KAG5419938.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],77,1,311,8.34726e-38,144.436,0.3504823151125402,0.9074074074074074
C2_09130C_B-T-p1,Candida albicans SC5314_B,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],77,3,298,2.96723e-12,72.7886,0.2751677852348993,0.8841463414634146
C2_09130C_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],78,2,338,7.06687e-33,133.65,0.33136094674556216,0.990506329113924
KAA8902736.1,Diutina rugosa CBS 613,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],78,1,305,2.12404e-37,146.747,0.3344262295081967,0.9166666666666666
C1_13450W_A-T-p1,Candida albicans SC5314,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],78,3,304,3.02052e-12,72.7886,0.28618421052631576,0.8932926829268293
C7_03290C_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],79,2,332,7.67388e-33,133.65,0.3463855421686747,0.9936708860759493
KAG5419409.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],79,1,339,3.72111e-37,142.124,0.336283185840708,1
CR_03630W_A-T-p1,Candida albicans SC5314,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],79,3,306,3.48771e-12,72.4034,0.2647058823529412,0.8902439024390244
CR_00610W_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],80,2,328,8.32384e-33,133.265,0.3231707317073171,0.9683544303797469
CPAR2_301330-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],80,1,321,1.64012e-36,140.584,0.3582554517133956,0.9475308641975309
CPAR2_404120-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],80,3,315,5.03072e-12,71.2478,0.26031746031746034,0.9115853658536586
CR_00610W_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],81,2,328,8.32384e-33,133.265,0.3231707317073171,0.9683544303797469
KAA8898881.1,Diutina rugosa CBS 613,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],81,1,302,2.76063e-35,135.961,0.3344370860927152,0.9012345679012346
C2_09130C_A-T-p1,Candida albicans SC5314,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],81,3,298,5.51029e-12,72.0182,0.27181208053691275,0.8841463414634146
KAG5422141.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],82,2,331,1.43319e-32,132.494,0.33534743202416917,0.9620253164556962
CTRG_05066-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],82,1,281,8.45336e-35,136.346,0.35587188612099646,0.8549382716049383
CPAR2_301300-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],82,3,315,5.83068e-12,71.2478,0.2634920634920635,0.9115853658536586
KAG5419887.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],83,2,334,2.51849e-32,127.102,0.31736526946107785,0.990506329113924
KAA8902728.1,Diutina rugosa CBS 613,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],83,1,302,1.76834e-34,138.272,0.3344370860927152,0.9166666666666666
CXQ87_003607-t45_1-p1,Candida duobushaemulonis strain B09383,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],83,3,288,8.6442e-12,71.2478,0.3020833333333333,0.7682926829268293
CAX39952.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],84,2,334,1.04425e-31,130.183,0.31137724550898205,0.9936708860759493
KAG5419410.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],84,1,275,1.85858e-34,134.806,0.3418181818181818,0.8240740740740741
C3_00580W_A-T-p1,Candida albicans SC5314,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],84,3,292,9.32195e-12,70.8626,0.2773972602739726,0.8689024390243902
CAX39925.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],85,2,334,1.36348e-31,129.798,0.3083832335329341,0.9936708860759493
CPAR2_106920-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],85,1,315,2.6184e-34,134.806,0.30793650793650795,0.9166666666666666
CAWG_02393-T-p1,Candida albicans WO-1,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],85,3,292,9.93647e-12,70.8626,0.2773972602739726,0.8689024390243902
C2_09130C_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],86,2,338,1.73755e-31,129.413,0.3224852071005917,0.990506329113924
CAX42585.1,Candida dubliniensis CD36,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],86,1,330,6.71923e-34,135.191,0.3090909090909091,0.9814814814814815
QNG12312.1,Candida glabrata BG2,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],86,1,351,1.08733e-11,70.8626,0.2934472934472934,0.9939024390243902
CR_03630W_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],87,2,334,1.89841e-31,129.413,0.30538922155688625,0.9936708860759493
CPAR2_806420-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],87,1,329,1.7073e-33,135.576,0.3221884498480243,0.9166666666666666
