ID	length	Ser	Thr
XP_711072.2	563	48	31
XP_711074.2	751	50	63
XP_711076.1	629	47	33
XP_711078.2	716	66	31
XP_711079.1	281	13	13
XP_711081.2	174	17	11
XP_711082.1	136	8	9
XP_711083.1	105	3	7
XP_711084.1	604	44	30
XP_711086.1	225	10	14
XP_711087.2	281	63	50
XP_711089.1	329	40	11
XP_711090.2	369	26	23
XP_711091.2	501	33	29
XP_711092.2	462	32	32
XP_711093.2	258	6	12
XP_711094.2	638	68	31
XP_711095.1	806	91	51
XP_711096.1	101	11	5
XP_711097.2	251	11	10
XP_711098.1	719	55	45
XP_711099.1	148	16	9
XP_711100.2	189	14	14
XP_711101.1	561	46	56
XP_711102.1	1370	107	75
XP_711103.2	110	8	6
XP_711141.1	305	29	19
XP_711142.1	330	17	11
XP_711143.2	198	11	10
XP_711144.1	416	39	18
XP_711151.2	1948	150	105
XP_711152.2	522	45	37
XP_711153.1	261	31	15
XP_711154.1	489	40	31
XP_711157.1	157	19	14
XP_711158.2	784	87	101
XP_711159.1	202	23	19
XP_711160.1	202	21	14
XP_711161.1	130	16	16
XP_711162.2	326	35	18
XP_711163.2	231	20	20
XP_711164.1	764	73	60
XP_711165.2	255	30	14
XP_711167.2	190	16	13
XP_711168.1	208	24	15
XP_711169.1	379	15	24
XP_711171.1	959	66	48
XP_711172.1	141	40	14
XP_711173.1	273	14	17
XP_711174.2	280	20	13
XP_711176.1	294	13	16
XP_711201.1	644	89	56
XP_711202.2	502	30	43
XP_711203.2	837	89	59
XP_711204.1	373	27	20
XP_711206.2	410	35	26
XP_711207.2	336	26	21
XP_711209.2	508	37	34
XP_711210.2	623	44	42
XP_711211.2	174	11	10
XP_711212.2	182	17	12
XP_711214.2	617	41	26
XP_711215.1	199	11	12
XP_711216.2	520	54	41
XP_711217.2	946	63	69
XP_711219.2	630	53	37
XP_711246.2	363	46	26
XP_711247.2	132	10	4
XP_711249.1	301	21	20
XP_711251.2	523	72	35
XP_711253.1	663	67	36
XP_711255.2	662	58	33
XP_711256.1	301	5	12
XP_711258.1	614	49	41
XP_711259.1	104	13	6
XP_711260.1	564	45	29
XP_711261.2	331	25	19
XP_711262.2	463	38	30
XP_711263.2	619	34	41
XP_711264.1	626	35	43
XP_711265.2	624	30	46
XP_711267.2	625	28	49
XP_711291.2	448	37	24
XP_711292.1	188	11	12
XP_711293.1	392	35	20
XP_711294.1	589	63	42
XP_711295.1	632	63	47
XP_711296.1	456	33	39
XP_711297.1	303	21	26
XP_711298.1	391	26	22
XP_711299.2	713	59	69
XP_711300.1	402	36	40
XP_711301.1	289	41	21
XP_711304.1	287	18	23
XP_711305.1	454	36	18
XP_711306.1	204	16	8
XP_711307.1	722	58	22
XP_711309.2	924	103	66
XP_711311.1	266	14	12
XP_711315.2	418	58	36
XP_711316.1	390	50	30
XP_711317.2	715	67	53
XP_711319.1	251	31	15
XP_711320.2	1107	97	63
XP_711322.2	284	23	8
XP_711323.1	417	22	17
XP_711325.1	650	50	34
XP_711327.1	638	60	33
XP_711328.2	479	34	37
XP_711330.2	647	73	38
XP_711331.2	297	26	15
XP_711332.2	508	33	18
XP_711333.2	661	51	34
XP_711335.2	861	85	44
XP_711337.2	460	32	30
XP_711338.2	405	19	12
XP_711339.1	498	36	23
XP_711340.2	1263	110	67
XP_711345.2	502	50	32
XP_711347.1	142	8	4
XP_711348.2	603	50	34
XP_711349.2	1085	128	56
XP_711350.1	106	7	3
XP_711351.1	516	36	36
XP_711352.2	481	63	26
XP_711353.2	162	22	12
XP_711354.1	229	19	16
XP_711356.2	1050	66	60
XP_711357.2	533	41	31
XP_711358.2	631	48	35
XP_711407.2	498	43	32
XP_711409.1	521	34	35
XP_711411.1	543	56	31
XP_711412.2	568	47	28
XP_711413.1	513	65	26
XP_711414.1	391	50	23
XP_711415.1	181	14	4
XP_711416.1	105	4	4
XP_711417.2	792	119	81
XP_711419.1	168	22	11
XP_711420.2	169	17	12
XP_711422.1	460	60	33
XP_711423.1	578	58	35
XP_711424.1	488	28	31
XP_711425.1	562	40	34
XP_711426.1	332	32	12
XP_711427.1	192	16	8
XP_711428.2	299	17	17
XP_711430.2	373	38	19
XP_711431.1	286	13	16
XP_711432.1	787	71	35
XP_711433.1	414	29	18
XP_711434.2	299	17	17
XP_711438.2	487	42	23
XP_711439.2	491	65	41
XP_711440.2	785	52	63
XP_711441.1	595	78	73
XP_711442.2	360	37	31
XP_711443.2	929	106	48
XP_711444.1	364	15	24
XP_711445.2	394	56	36
XP_711446.2	1490	138	100
XP_711447.2	618	62	34
XP_711448.2	442	32	17
XP_711449.1	294	17	21
XP_711450.1	617	39	43
XP_711471.1	382	43	31
XP_711472.1	569	47	27
XP_711475.1	654	33	35
XP_711476.1	392	28	22
XP_711477.1	319	31	26
XP_711478.1	870	72	43
XP_711479.1	728	56	35
XP_711480.1	171	14	6
XP_711481.2	398	51	21
XP_711483.2	396	27	25
XP_711484.1	150	14	6
XP_711485.1	214	4	13
XP_711487.1	1088	148	50
XP_711488.1	535	57	38
XP_711489.1	720	89	59
XP_711490.2	480	31	23
XP_711491.1	315	23	9
XP_711537.1	779	91	57
XP_711539.2	600	47	29
XP_711540.1	210	15	12
XP_711541.1	177	18	14
XP_711542.2	301	32	12
XP_711543.1	706	32	46
XP_711544.1	273	18	16
XP_711545.1	111	8	8
XP_711547.2	892	67	54
XP_711548.1	275	21	9
XP_711549.1	213	17	13
XP_711550.1	874	77	45
XP_711552.1	571	67	32
XP_711553.2	709	83	43
XP_711554.1	498	42	34
XP_711555.1	171	13	11
XP_711556.1	146	7	6
XP_711557.2	848	77	49
XP_711559.2	304	24	27
XP_711560.2	161	22	10
XP_711561.1	337	24	27
XP_711562.2	390	36	36
XP_711563.1	930	56	46
XP_711564.1	321	19	19
XP_711565.2	520	52	27
XP_711566.2	940	105	85
XP_711567.2	335	19	33
XP_711568.1	180	29	8
XP_711569.1	467	54	34
XP_711571.2	692	53	32
XP_711572.1	216	14	15
XP_711573.2	517	53	39
XP_711574.2	911	75	41
XP_711575.2	696	50	43
XP_711577.1	133	6	8
XP_711578.1	224	29	20
XP_711580.2	1466	191	94
XP_711582.2	447	27	31
XP_711583.1	709	40	36
XP_711584.2	152	7	10
XP_711585.2	385	23	22
XP_711586.2	236	10	16
XP_711587.2	291	22	18
XP_711589.1	263	30	21
XP_711590.2	735	81	58
XP_711591.2	609	52	36
XP_711593.2	623	85	34
XP_711594.1	271	20	11
XP_711595.1	195	12	6
XP_711596.2	174	20	19
XP_711598.2	183	19	10
XP_711600.2	908	235	203
XP_711669.2	225	23	7
XP_711670.1	606	47	24
XP_711671.1	472	31	24
XP_711672.2	553	45	40
XP_711673.2	609	54	33
XP_711674.2	654	90	42
XP_711675.2	1062	71	53
XP_711676.1	206	21	9
XP_711678.2	364	27	32
XP_711679.2	542	41	27
XP_711680.2	309	22	23
XP_711681.2	318	29	16
XP_711682.2	493	39	24
XP_711683.2	1053	109	80
XP_711684.2	222	33	18
XP_711685.2	460	38	29
XP_711686.2	1562	378	265
XP_711689.1	128	11	8
XP_711690.2	502	61	25
XP_711691.2	275	16	11
XP_711692.1	208	21	13
XP_711693.1	226	7	7
XP_711694.1	239	15	12
XP_711695.1	438	33	16
XP_711696.1	134	7	5
XP_711698.2	791	63	54
XP_711700.1	512	32	29
XP_711701.2	504	36	20
XP_711702.2	331	29	21
XP_711703.1	342	22	16
XP_711704.1	345	21	15
XP_711705.2	486	52	31
XP_711706.1	478	38	17
XP_711707.1	285	27	19
XP_711708.1	300	24	10
XP_711709.2	341	29	12
XP_711710.1	132	26	6
XP_711711.1	223	23	11
XP_711714.1	759	51	34
XP_711715.1	553	48	29
XP_711716.1	191	16	20
XP_711718.1	440	29	28
XP_711719.1	548	33	34
XP_711720.2	742	69	46
XP_711721.1	170	26	16
XP_711723.2	838	83	66
XP_711724.1	175	19	11
XP_711725.2	422	26	25
XP_711726.2	314	21	29
XP_711727.1	174	16	10
XP_711728.2	1041	88	66
XP_711729.1	410	97	16
XP_711730.2	402	26	24
XP_711731.2	319	25	17
XP_711732.1	364	54	23
XP_711733.1	954	102	45
XP_711734.2	953	86	77
XP_711736.2	277	30	17
XP_711737.2	324	17	26
XP_711738.2	664	54	49
XP_711739.1	623	42	35
XP_711740.1	655	47	34
XP_711741.1	383	38	19
XP_711766.2	232	27	17
XP_711768.2	432	80	38
XP_711769.2	469	62	26
XP_711770.2	448	41	22
XP_711771.2	493	61	48
XP_711772.1	125	5	9
XP_711773.2	609	46	30
XP_711774.1	739	61	47
XP_711775.2	1105	110	74
XP_711777.1	259	22	10
XP_711778.1	449	24	23
XP_711779.1	520	31	29
XP_711780.2	639	49	37
XP_711781.1	871	81	43
XP_711782.1	255	26	14
XP_711824.2	194	17	8
XP_711827.1	850	95	48
XP_711828.1	195	10	10
XP_711829.1	244	8	15
XP_711830.2	464	34	34
XP_711831.1	453	43	27
XP_711832.1	323	21	23
XP_711833.1	395	34	14
XP_711835.1	301	28	20
XP_711836.1	323	34	24
XP_711837.1	1223	83	71
XP_711838.1	251	14	13
XP_711840.1	101	9	1
XP_711841.1	519	34	29
XP_711842.2	976	121	51
XP_711843.2	425	37	23
XP_711851.1	1100	92	74
XP_711852.2	734	103	74
XP_711853.2	1018	109	64
XP_711855.1	692	68	46
XP_711857.2	691	46	51
XP_711858.1	456	36	23
XP_711859.2	436	31	28
XP_711860.1	1113	99	42
XP_711862.2	389	40	20
XP_711863.2	197	19	19
XP_711864.2	3083	261	172
XP_711866.2	359	32	15
XP_711868.2	800	95	42
XP_711869.2	830	53	39
XP_711872.2	558	89	43
XP_711873.1	999	77	57
XP_711874.2	311	25	22
XP_711875.2	886	68	35
XP_711876.1	320	19	17
XP_711877.2	123	15	8
XP_711878.1	191	10	15
XP_711879.1	712	84	50
XP_711880.1	144	9	5
XP_711882.1	461	32	18
XP_711883.1	440	32	19
XP_711884.1	211	34	18
XP_711885.1	147	9	13
XP_711886.2	157	9	3
XP_711887.1	712	69	57
XP_711888.1	245	19	19
XP_711889.1	554	40	35
XP_711891.1	254	38	16
XP_711893.1	416	39	26
XP_711894.1	496	26	25
XP_711895.2	732	65	40
XP_711897.1	213	13	7
XP_711953.2	1655	266	124
XP_711954.2	563	77	45
XP_711956.2	120	9	8
XP_711958.2	171	15	19
XP_711959.2	683	67	38
XP_711960.2	514	46	52
XP_711961.2	502	44	29
XP_711962.2	169	17	18
XP_711964.2	179	25	9
XP_711965.2	869	108	50
XP_711967.2	175	9	14
XP_711968.2	308	35	18
XP_711969.1	480	27	26
XP_711971.1	337	26	12
XP_711972.2	698	53	33
XP_711973.2	720	53	34
XP_711975.1	143	5	12
XP_711979.2	303	30	16
XP_711980.2	289	30	35
XP_711981.2	193	18	13
XP_711983.1	263	15	11
XP_711984.1	379	12	22
XP_711985.1	398	34	30
XP_711986.1	237	18	15
XP_711987.2	300	18	11
XP_711988.1	924	97	40
XP_711989.2	1278	146	76
XP_711992.2	373	24	18
XP_711994.2	970	66	70
XP_711995.2	684	63	25
XP_711997.2	275	15	10
XP_712020.1	337	23	12
XP_712021.1	275	32	13
XP_712022.1	173	8	6
XP_712023.1	218	9	5
XP_712024.1	414	34	20
XP_712025.1	171	17	14
XP_712026.1	157	5	11
XP_712027.1	374	47	24
XP_712029.2	1242	143	67
XP_712030.2	528	42	15
XP_712031.2	373	53	37
XP_712032.2	765	43	38
XP_712033.2	418	22	20
XP_712034.1	219	16	11
XP_712035.2	1093	98	71
XP_712036.2	552	41	21
XP_712037.1	373	30	19
XP_712039.2	708	54	34
XP_712088.2	377	61	46
XP_712090.2	750	69	49
XP_712093.2	535	82	44
XP_712095.2	171	12	9
XP_712096.2	227	16	13
XP_712097.2	2016	144	97
XP_712098.1	232	24	11
XP_712099.2	622	72	66
XP_712100.2	806	59	40
XP_712102.2	245	13	19
XP_712103.1	115	10	10
XP_712104.2	688	50	41
XP_712105.2	519	62	30
XP_712106.2	792	69	41
XP_712107.2	383	44	30
XP_712108.2	879	86	59
XP_712137.2	244	14	12
XP_712138.1	266	19	9
XP_712139.1	750	81	46
XP_712140.1	667	59	39
XP_712141.1	326	50	39
XP_712142.1	468	39	28
XP_712143.1	692	55	31
XP_712144.1	619	46	44
XP_712145.1	756	50	35
XP_712146.1	1143	85	76
XP_712147.1	659	64	36
XP_712150.1	489	41	28
XP_712151.1	318	24	15
XP_712153.1	691	44	44
XP_712154.1	552	30	34
XP_712155.2	613	47	29
XP_712157.2	1045	134	76
XP_712158.2	776	54	45
XP_712159.1	388	29	19
XP_712226.1	269	20	10
XP_712228.1	173	13	13
XP_712230.2	1397	142	76
XP_712231.2	373	37	13
XP_712232.1	550	31	33
XP_712233.1	479	42	15
XP_712235.2	519	29	25
XP_712236.2	946	90	47
XP_712237.1	100	9	5
XP_712238.1	577	54	33
XP_712239.2	465	35	27
XP_712240.1	275	23	13
XP_712241.2	345	31	18
XP_712243.1	576	55	42
XP_712246.1	512	41	26
XP_712247.1	157	21	13
XP_712248.1	230	21	14
XP_712249.2	798	71	43
XP_712250.2	769	51	82
XP_712251.1	821	60	46
XP_712252.1	235	33	20
XP_712295.2	409	25	18
XP_712296.1	201	17	14
XP_712297.2	110	9	9
XP_712298.1	415	23	31
XP_712299.2	362	24	26
XP_712300.1	297	25	11
XP_712301.1	548	52	19
XP_712303.2	369	55	17
XP_712304.2	230	22	19
XP_712305.1	853	79	54
XP_712307.1	684	69	32
XP_712308.1	943	66	52
XP_712309.2	806	56	30
XP_712310.2	1426	123	96
XP_712311.1	579	55	29
XP_712312.2	783	65	46
XP_712313.2	861	90	41
XP_712315.1	181	13	14
XP_712316.1	516	37	23
XP_712317.1	331	34	24
XP_712318.1	496	43	26
XP_712319.1	444	45	25
XP_712320.1	1076	110	60
XP_712321.1	512	62	31
XP_712324.1	376	31	28
XP_712325.2	446	43	29
XP_712326.1	150	14	5
XP_712327.2	671	82	41
XP_712328.2	905	127	59
XP_712331.2	783	65	44
XP_712333.2	441	35	36
XP_712334.1	491	22	23
XP_712336.1	255	14	14
XP_712338.2	310	30	16
XP_712339.1	127	11	5
XP_712340.2	906	94	53
XP_712341.2	817	61	35
XP_712342.2	357	37	17
XP_712343.2	309	18	10
XP_712344.2	631	57	33
XP_712345.2	730	51	31
XP_712346.2	403	24	23
XP_712347.2	286	26	15
XP_712348.2	565	43	27
XP_712349.1	201	18	17
XP_712350.2	704	45	49
XP_712352.1	251	30	14
XP_712353.2	167	8	8
XP_712354.2	1040	106	66
XP_712357.1	158	16	11
XP_712358.2	527	38	29
XP_712398.1	104	2	6
XP_712399.2	356	28	21
XP_712400.2	151	8	5
XP_712402.2	383	44	33
XP_712403.2	396	31	27
XP_712404.2	833	57	50
XP_712406.2	776	65	45
XP_712407.1	233	9	14
XP_712408.2	459	27	27
XP_712410.2	1425	121	69
XP_712412.2	483	41	27
XP_712413.1	1088	62	58
XP_712418.2	947	87	67
XP_712421.1	382	31	27
XP_712424.1	757	72	44
XP_712425.2	329	30	19
XP_712426.1	790	51	41
XP_712429.2	493	46	25
XP_712431.2	248	18	8
XP_712432.2	413	25	28
XP_712434.2	561	31	27
XP_712435.1	581	37	28
XP_712436.1	837	57	45
XP_712469.2	146	17	10
XP_712470.2	299	23	8
XP_712471.1	380	29	20
XP_712472.1	428	33	20
XP_712473.1	302	15	19
XP_712474.1	727	60	53
XP_712475.1	278	25	14
XP_712476.1	311	27	14
XP_712477.1	477	52	26
XP_712479.1	602	52	32
XP_712480.1	430	32	23
XP_712481.1	168	16	10
XP_712482.1	236	25	17
XP_712484.1	606	67	29
XP_712485.2	1764	163	112
XP_712486.1	682	48	50
XP_712487.1	319	14	17
XP_712488.1	184	23	14
XP_712489.1	482	48	26
XP_712490.1	375	29	41
XP_712491.1	130	7	7
XP_712492.2	772	59	51
XP_712493.2	969	115	69
XP_712495.2	453	59	29
XP_712496.1	556	41	40
XP_712497.1	383	39	39
XP_712498.1	181	22	4
XP_712499.1	406	43	18
XP_712500.2	133	14	16
XP_712501.2	120	6	2
XP_712503.1	684	45	30
XP_712505.1	217	16	11
XP_712506.1	379	25	22
XP_712507.2	939	89	54
XP_712508.2	609	30	29
XP_712509.2	395	76	39
XP_712510.2	793	50	41
XP_712511.1	113	15	2
XP_712512.2	549	57	31
XP_712513.2	528	71	49
XP_712514.2	186	12	23
XP_712515.1	433	17	22
XP_712517.2	181	10	11
XP_712519.2	483	34	32
XP_712520.2	555	37	33
XP_712521.2	463	34	24
XP_712522.1	405	30	27
XP_712583.1	573	39	25
XP_712584.2	511	41	25
XP_712585.2	193	7	9
XP_712587.2	781	52	51
XP_712588.1	503	90	27
XP_712589.2	203	22	16
XP_712590.2	1048	150	156
XP_712591.2	1404	550	118
XP_712593.2	282	27	18
XP_712594.2	459	46	36
XP_712595.1	180	15	15
XP_712596.1	248	25	23
XP_712597.1	277	19	13
XP_712599.1	582	97	36
XP_712600.1	508	50	26
XP_712601.2	379	37	26
XP_712602.1	113	9	12
XP_712603.2	385	38	43
XP_712606.2	794	86	65
XP_712608.1	361	26	25
XP_712611.1	290	17	16
XP_712613.1	366	34	32
XP_712614.2	450	30	23
XP_712615.2	371	32	14
XP_712616.1	717	50	29
XP_712617.2	1072	113	52
XP_712618.1	244	23	20
XP_712620.2	629	88	79
XP_712621.2	178	12	9
XP_712622.2	167	15	16
XP_712623.2	130	17	15
XP_712624.2	274	11	17
XP_712625.2	645	42	26
XP_712626.1	321	23	14
XP_712627.2	529	34	42
XP_712628.2	453	36	31
XP_712629.2	741	78	32
XP_712630.1	246	14	11
XP_712631.2	389	28	21
XP_712633.1	176	26	16
XP_712634.1	204	13	12
XP_712635.1	169	11	9
XP_712637.2	887	112	59
XP_712638.2	668	47	44
XP_712639.2	151	13	7
XP_712640.1	457	46	29
XP_712641.2	439	40	39
XP_712642.1	1017	77	47
XP_712643.1	358	31	23
XP_712644.1	157	5	7
XP_712645.1	209	11	6
XP_712646.2	2362	203	619
XP_712647.2	517	76	56
XP_712650.2	2216	167	122
XP_712651.2	469	45	27
XP_712652.2	281	33	9
XP_712653.2	181	15	15
XP_712654.1	946	46	51
XP_712655.2	2211	136	99
XP_712656.2	865	98	61
XP_712657.1	148	9	6
XP_712658.1	414	30	14
XP_712659.1	496	47	31
XP_712660.2	680	51	33
XP_712724.1	343	31	16
XP_712725.1	132	10	5
XP_712726.1	130	15	11
XP_712727.2	1333	144	72
XP_712728.2	347	34	25
XP_712729.2	544	77	46
XP_712730.1	175	10	14
XP_712731.1	238	23	26
XP_712732.1	489	44	31
XP_712734.1	358	35	19
XP_712735.2	399	29	15
XP_712737.2	699	68	38
XP_712738.1	576	47	32
XP_712739.1	344	26	19
XP_712740.1	288	24	10
XP_712741.1	146	20	4
XP_712742.1	577	42	40
XP_712743.1	682	54	36
XP_712744.1	109	18	2
XP_712745.1	283	20	15
XP_712749.1	312	32	11
XP_712751.2	286	35	22
XP_712752.1	589	45	30
XP_712753.1	669	54	27
XP_712754.2	638	73	41
XP_712756.1	466	29	26
XP_712757.1	525	35	39
XP_712758.2	102	7	3
XP_712759.2	506	33	25
XP_712798.1	129	8	6
XP_712799.1	338	28	21
XP_712800.1	349	18	23
XP_712801.1	1352	169	78
XP_712802.1	306	22	27
XP_712803.1	206	17	11
XP_712804.1	607	93	36
XP_712805.1	944	74	44
XP_712806.2	983	83	56
XP_712808.1	266	14	13
XP_712809.1	889	80	58
XP_712810.1	215	14	5
XP_712811.1	503	45	33
XP_712812.2	430	48	30
XP_712813.2	485	50	29
XP_712814.1	514	90	31
XP_712815.2	416	30	21
XP_712816.1	110	3	6
XP_712818.1	446	42	18
XP_712822.2	453	47	37
XP_712915.2	971	87	63
XP_712916.1	185	14	10
XP_712917.2	351	16	14
XP_712918.2	427	35	20
XP_712920.1	479	33	22
XP_712921.1	490	19	23
XP_712922.2	350	41	21
XP_712923.2	239	13	17
XP_712924.1	235	17	6
XP_712925.1	399	36	32
XP_712928.2	1915	141	101
XP_712929.2	225	15	5
XP_712930.2	349	19	13
XP_712931.1	282	18	9
XP_712932.1	417	24	24
XP_712933.2	271	27	11
XP_712934.2	216	25	11
XP_712935.1	106	4	6
XP_712936.2	677	55	23
XP_712937.2	687	57	26
XP_712939.1	396	34	34
XP_712940.1	247	17	9
XP_712941.1	514	35	42
XP_712942.1	410	49	24
XP_712943.1	967	112	69
XP_712944.2	720	66	35
XP_712945.1	191	16	18
XP_712946.1	336	23	20
XP_712947.1	147	9	8
XP_712948.1	207	13	12
XP_712950.2	333	36	17
XP_712951.1	342	22	24
XP_712952.2	545	47	21
XP_712953.1	181	21	7
XP_712954.1	168	19	24
XP_712956.2	1274	103	88
XP_712957.2	354	40	15
XP_712958.2	505	41	42
XP_712959.2	509	68	40
XP_712960.2	775	100	42
XP_712961.1	496	38	38
XP_712962.1	305	30	25
XP_712963.1	276	26	15
XP_712964.1	184	13	10
XP_712965.1	190	15	9
XP_712967.1	395	27	26
XP_712968.1	509	37	35
XP_712969.1	239	20	21
XP_712971.2	624	54	43
XP_712973.1	376	29	23
XP_712974.2	711	60	36
XP_712975.2	633	62	33
XP_712976.1	795	73	48
XP_713006.1	145	14	1
XP_713007.1	224	16	16
XP_713008.2	974	107	38
XP_713009.2	208	11	17
XP_713011.2	639	63	31
XP_713012.1	394	32	18
XP_713013.2	1121	124	47
XP_713014.2	122	15	9
XP_713015.2	263	14	11
XP_713016.1	359	25	30
XP_713017.1	472	65	35
XP_713019.2	265	13	13
XP_713020.2	568	43	30
XP_713021.1	157	5	8
XP_713022.1	284	28	17
XP_713023.1	384	46	34
XP_713025.1	297	26	21
XP_713026.2	506	58	21
XP_713027.2	215	16	5
XP_713028.2	1710	153	90
XP_713029.1	125	3	4
XP_713030.2	363	38	18
XP_713031.2	186	16	4
XP_713033.1	386	29	14
XP_713034.1	195	17	20
XP_713035.2	316	21	16
XP_713036.1	268	17	8
XP_713037.1	752	59	43
XP_713038.2	545	29	38
XP_713071.2	109	4	1
XP_713072.2	911	83	79
XP_713073.1	138	12	6
XP_713074.1	219	19	16
XP_713075.1	160	7	9
XP_713076.2	166	12	10
XP_713077.1	566	29	38
XP_713078.2	691	66	38
XP_713079.2	633	53	32
XP_713080.2	215	6	14
XP_713081.2	686	68	40
XP_713082.2	740	93	59
XP_713084.1	263	22	21
XP_713085.1	482	59	33
XP_713087.2	1287	119	59
XP_713089.2	879	97	55
XP_713090.2	465	36	19
XP_713091.2	282	26	17
XP_713118.1	624	62	35
XP_713119.1	121	11	5
XP_713120.2	595	50	41
XP_713121.1	719	53	42
XP_713122.2	614	39	24
XP_713123.1	113	8	8
XP_713124.2	399	32	19
XP_713125.2	394	26	17
XP_713128.2	1641	147	104
XP_713129.1	211	15	13
XP_713130.1	110	13	2
XP_713133.2	452	51	23
XP_713134.2	271	22	12
XP_713135.2	323	26	13
XP_713137.1	386	29	20
XP_713138.2	602	34	36
XP_713140.2	1172	89	54
XP_713142.2	363	48	23
XP_713143.1	371	32	22
XP_713144.2	567	43	34
XP_713145.2	330	22	20
XP_713146.2	240	10	12
XP_713147.1	488	43	23
XP_713148.1	419	36	30
XP_713150.2	789	125	53
XP_713153.1	648	46	38
XP_713154.1	344	33	14
XP_713157.1	483	38	29
XP_713158.2	878	71	57
XP_713159.2	562	58	29
XP_713209.2	259	25	18
XP_713211.1	117	14	10
XP_713214.1	312	28	12
XP_713215.2	973	82	53
XP_713216.2	609	45	41
XP_713217.1	368	25	22
XP_713218.2	288	19	20
XP_713219.1	247	12	9
XP_713220.1	580	55	32
XP_713222.1	354	38	21
XP_713224.2	357	33	25
XP_713225.2	216	17	11
XP_713227.2	361	26	23
XP_713228.1	520	49	28
XP_713229.2	358	31	29
XP_713230.2	501	37	31
XP_713231.1	287	41	24
XP_713232.2	582	41	29
XP_713233.1	705	67	27
XP_713234.2	446	49	18
XP_713235.1	226	17	8
XP_713237.2	779	69	40
XP_713239.2	373	36	14
XP_713240.1	578	31	32
XP_713241.1	275	22	14
XP_713243.2	895	94	63
XP_713244.2	266	19	18
XP_713245.2	144	11	8
XP_713247.1	322	37	18
XP_713248.2	509	37	19
XP_713250.1	1073	85	59
XP_713251.1	191	11	19
XP_713252.2	393	25	19
XP_713255.2	369	26	15
XP_713258.2	496	55	32
XP_713314.2	466	37	23
XP_713315.2	554	35	25
XP_713316.1	219	39	20
XP_713317.1	241	33	22
XP_713320.2	838	66	45
XP_713321.1	592	39	23
XP_713322.2	436	30	20
XP_713323.1	137	12	5
XP_713324.1	514	58	38
XP_713325.1	305	22	21
XP_713326.1	440	30	27
XP_713327.1	230	16	14
XP_713329.1	202	11	12
XP_713330.1	179	21	14
XP_713331.1	274	17	23
XP_713332.2	723	54	33
XP_713338.1	987	94	56
XP_713339.1	335	16	20
XP_713342.2	350	45	18
XP_713343.1	445	29	25
XP_713344.1	411	37	27
XP_713345.1	607	49	37
XP_713346.2	327	30	9
XP_713347.1	146	8	6
XP_713348.1	797	95	52
XP_713350.1	186	9	10
XP_713352.2	811	91	44
XP_713353.1	480	28	26
XP_713354.2	747	52	43
XP_713355.2	250	40	25
XP_713356.2	1102	92	49
XP_713357.1	603	56	27
XP_713358.1	657	61	36
XP_713359.2	529	34	41
XP_713409.1	721	60	39
XP_713410.2	110	12	7
XP_713411.2	849	71	42
XP_713413.2	269	15	14
XP_713415.2	996	74	52
XP_713416.2	461	47	29
XP_713417.2	889	121	94
XP_713418.2	135	15	5
XP_713420.1	308	18	11
XP_713421.2	412	19	28
XP_713422.2	859	70	46
XP_713424.1	369	29	34
XP_713425.2	793	95	47
XP_713426.1	169	7	51
XP_713428.1	282	53	28
XP_713430.1	241	21	9
XP_713431.2	339	20	16
XP_713432.2	745	74	58
XP_713434.1	929	55	48
XP_713437.1	905	52	47
XP_713439.1	994	150	69
XP_713440.1	361	23	24
XP_713441.1	917	98	58
XP_713442.1	462	45	29
XP_713479.2	430	40	41
XP_713482.2	375	60	28
XP_713483.2	795	62	46
XP_713484.2	630	79	39
XP_713486.1	317	17	7
XP_713488.2	408	33	35
XP_713489.1	343	21	18
XP_713490.2	630	52	26
XP_713492.2	851	103	53
XP_713494.1	584	60	41
XP_713495.1	482	32	30
XP_713496.1	138	12	11
XP_713497.1	262	22	20
XP_713498.1	384	33	20
XP_713499.2	616	62	34
XP_713501.2	619	55	45
XP_713502.2	299	24	25
XP_713503.2	390	40	16
XP_713504.1	164	17	13
XP_713506.2	359	26	22
XP_713509.2	244	33	14
XP_713510.1	362	41	17
XP_713511.1	467	43	29
XP_713512.1	183	11	7
XP_713513.1	550	34	41
XP_713514.1	200	22	12
XP_713515.2	1097	88	56
XP_713559.2	1395	116	79
XP_713560.1	178	9	12
XP_713561.1	233	14	13
XP_713562.2	319	26	19
XP_713563.2	763	60	39
XP_713564.2	396	14	15
XP_713565.1	120	12	17
XP_713566.2	588	79	36
XP_713567.1	856	64	51
XP_713568.1	123	10	11
XP_713569.2	936	87	52
XP_713570.1	123	10	10
XP_713571.2	708	92	67
XP_713572.2	703	63	45
XP_713573.1	224	15	10
XP_713575.2	885	96	74
XP_713577.1	386	25	21
XP_713578.2	987	81	66
XP_713579.2	394	29	15
XP_713581.2	348	23	15
XP_713582.1	428	27	21
XP_713583.2	195	26	15
XP_713585.2	911	65	61
XP_713586.2	635	51	44
XP_713588.2	308	26	15
XP_713589.1	413	23	24
XP_713590.2	1813	117	92
XP_713591.2	725	49	59
XP_713592.2	653	75	33
XP_713593.2	1163	130	63
XP_713631.2	330	45	28
XP_713632.2	369	29	27
XP_713633.2	392	44	32
XP_713634.1	310	34	20
XP_713635.1	426	33	23
XP_713636.2	1073	103	69
XP_713638.1	595	55	20
XP_713639.1	183	12	13
XP_713640.2	947	114	55
XP_713641.2	615	48	32
XP_713643.2	588	28	27
