ID	length	Ser	Thr
NP_010249.1	961	80	45
NP_010251.1	417	35	20
NP_010253.2	995	71	44
NP_010254.1	530	38	17
NP_010255.1	391	28	17
NP_010256.2	764	86	40
NP_010257.1	420	49	25
NP_010259.1	620	70	38
NP_010260.1	468	46	28
NP_010262.1	391	24	17
NP_010263.1	311	19	10
NP_010264.3	531	65	41
NP_010265.1	1283	103	78
NP_010266.1	225	14	9
NP_010267.3	507	33	24
NP_010269.1	310	23	14
NP_010270.1	327	24	6
NP_010271.3	619	47	40
NP_010272.1	107	11	2
NP_010274.1	231	24	13
NP_010276.3	165	8	7
NP_010277.1	437	28	23
NP_010278.3	281	19	19
NP_010279.3	431	42	30
NP_010280.1	160	20	5
NP_010281.1	566	47	52
NP_010282.3	203	15	6
NP_010283.3	430	35	19
NP_010284.1	751	46	48
NP_010285.1	201	9	10
NP_010286.3	210	17	12
NP_010287.1	460	44	25
NP_010288.1	395	62	19
NP_010289.3	901	105	58
NP_010290.3	224	20	7
NP_010292.1	520	38	32
NP_010294.1	1501	134	81
NP_010295.3	362	25	27
NP_010296.3	208	13	8
NP_010297.1	647	70	29
NP_010299.3	94	13	7
NP_010300.3	1050	112	58
NP_010301.1	396	27	19
NP_010302.1	400	24	23
NP_010303.3	232	12	10
NP_010304.3	399	27	22
NP_010305.1	196	23	9
NP_010306.1	462	29	13
NP_010308.3	156	9	13
NP_010309.3	570	48	31
NP_010310.1	889	95	46
NP_010311.1	1014	149	47
NP_010313.3	506	48	26
NP_010314.4	121	7	3
NP_010315.1	198	10	16
NP_010316.1	320	20	22
NP_010317.3	790	84	44
NP_010318.1	58	11	4
NP_010319.3	51	1	1
NP_010320.3	370	22	17
NP_010321.1	500	40	41
NP_010322.1	591	23	29
NP_010323.3	1091	94	69
NP_010324.3	1091	90	70
NP_010325.1	1091	88	72
NP_010326.1	203	15	11
NP_010327.3	200	23	13
NP_010328.3	231	25	16
NP_010329.1	328	13	24
NP_010330.1	110	7	7
NP_010331.3	604	53	27
NP_010332.3	362	16	11
NP_010334.1	632	51	30
NP_010335.1	248	16	12
NP_010336.3	334	19	18
NP_010337.3	704	52	62
NP_010339.1	295	28	8
NP_010340.1	444	87	40
NP_010341.3	205	13	15
NP_010342.3	542	42	31
NP_010343.1	326	24	18
NP_010344.1	148	16	8
NP_010345.3	1025	100	51
NP_010346.3	539	45	16
NP_010347.1	561	40	29
NP_010348.1	149	11	12
NP_010349.3	151	14	5
NP_010350.3	365	26	13
NP_010351.1	196	20	13
NP_010352.1	224	19	14
NP_010353.3	310	26	16
NP_010354.3	926	106	50
NP_010355.1	93	4	5
NP_010356.1	191	13	7
NP_010357.3	527	41	29
NP_010358.3	169	10	11
NP_010359.1	896	67	54
NP_010360.1	308	14	16
NP_010361.3	406	38	20
NP_010362.3	338	42	99
NP_010363.1	223	19	7
NP_010364.1	111	1	4
NP_010365.3	992	87	53
NP_010366.1	925	111	46
NP_010367.1	494	41	27
NP_010368.5	392	16	16
NP_010369.3	199	15	11
NP_010370.1	620	69	40
NP_010371.1	80	2	2
NP_010372.3	278	17	10
NP_010373.3	382	25	18
NP_010374.1	869	101	42
NP_010375.1	310	25	10
NP_010376.3	608	37	24
NP_010377.3	153	6	7
NP_010378.1	1612	122	94
NP_010381.1	894	120	52
NP_010382.3	1242	114	82
NP_010383.4	250	23	11
NP_010384.3	273	31	16
NP_010385.3	143	14	3
NP_010386.1	593	51	52
NP_010388.1	917	112	58
NP_010389.3	1245	112	75
NP_010390.3	473	47	39
NP_010391.1	284	15	10
NP_010392.1	672	59	36
NP_010393.3	698	68	36
NP_010394.3	715	65	39
NP_010395.1	566	43	32
NP_010396.1	507	32	31
NP_010398.3	373	33	16
NP_010399.3	100	8	8
NP_010400.1	105	15	6
NP_010401.1	285	25	18
NP_010402.3	565	47	37
NP_010403.3	652	51	27
NP_010404.1	768	94	39
NP_010405.3	570	41	30
NP_010406.3	196	13	8
NP_010407.1	1064	105	57
NP_010408.1	304	27	21
NP_010409.3	324	26	13
NP_010410.3	453	37	14
NP_010411.1	336	22	23
NP_010412.1	1588	116	108
NP_010413.3	1148	120	58
NP_010414.3	642	36	38
NP_010415.1	291	28	18
NP_010416.1	556	40	28
NP_010417.3	495	47	24
NP_010419.3	1515	116	86
NP_010421.1	663	68	42
NP_010422.1	752	70	35
NP_010423.4	77	3	5
NP_010424.3	221	13	9
NP_010425.1	1698	164	91
NP_010426.1	375	35	20
NP_010427.3	610	80	45
NP_010428.3	596	88	67
NP_010429.1	539	42	43
NP_010430.1	709	83	43
NP_010431.3	534	47	29
NP_010432.3	463	39	39
NP_010434.1	2748	278	136
NP_010435.1	325	32	30
NP_010436.3	265	12	11
NP_010437.3	411	30	26
NP_010439.1	162	9	8
NP_010440.1	137	14	18
NP_010442.3	365	22	16
NP_010443.3	1301	134	78
NP_010444.1	852	95	50
NP_010445.1	387	23	14
NP_010446.3	236	15	18
NP_010447.3	175	13	13
NP_010448.1	724	49	30
NP_010449.1	444	46	17
NP_010450.3	971	95	54
NP_010451.3	206	14	9
NP_010452.1	506	39	17
NP_010453.1	513	79	32
NP_010454.3	2009	206	116
NP_010455.1	440	47	38
NP_010456.1	375	23	18
NP_010457.3	685	35	39
NP_010458.3	355	32	16
NP_010459.1	246	25	13
NP_010460.1	319	24	14
NP_010461.3	702	52	40
NP_010462.3	215	15	10
NP_010463.1	181	16	13
NP_010464.1	162	11	8
NP_010465.4	463	43	27
NP_010466.3	1493	130	85
NP_010467.1	481	45	31
NP_010468.1	491	50	26
NP_010469.3	230	16	13
NP_010470.1	294	34	22
NP_010471.1	179	12	14
NP_010472.3	877	126	56
NP_010474.3	546	31	37
NP_010475.1	666	59	52
NP_010476.1	463	25	33
NP_010477.3	370	29	16
NP_010478.3	430	66	49
NP_010480.1	664	57	29
NP_010481.3	533	58	30
NP_010482.3	241	18	9
NP_010483.1	389	37	14
NP_010484.1	479	44	20
NP_010486.3	604	57	40
NP_010487.3	165	12	9
NP_010488.1	351	29	17
NP_010490.1	335	11	19
NP_010491.4	724	78	51
NP_010492.3	884	107	40
NP_010493.1	836	123	68
NP_010494.1	779	84	56
NP_010496.3	75	3	0
NP_010497.3	712	60	43
NP_010498.1	559	45	30
NP_010499.1	913	95	57
NP_010500.3	350	40	18
NP_010502.3	1323	151	71
NP_010503.1	1309	133	84
NP_010504.1	423	31	25
NP_010505.3	465	48	32
NP_010507.3	702	61	24
NP_010508.1	415	42	23
NP_010509.1	467	70	29
NP_010510.3	131	18	12
NP_010511.3	132	8	5
NP_010512.1	222	10	11
NP_010513.1	1358	174	98
NP_010514.3	626	54	42
NP_010515.3	453	60	29
NP_010517.1	205	22	8
NP_010518.1	548	42	33
NP_010519.3	295	25	23
NP_010520.3	693	50	39
NP_010521.1	544	49	24
NP_010522.1	218	6	17
NP_010523.3	292	26	12
NP_010524.3	973	65	56
NP_010525.1	787	125	47
NP_010526.1	492	48	23
NP_010528.3	549	53	33
NP_010529.3	588	45	34
NP_010530.1	612	50	23
NP_010531.1	393	37	16
NP_010532.3	219	18	18
NP_010533.1	461	56	25
NP_010534.1	193	10	12
NP_010535.3	373	34	21
NP_010537.3	830	104	45
NP_010538.1	149	7	8
NP_010539.1	191	13	7
NP_010540.3	458	31	16
NP_010541.3	421	35	25
NP_010542.1	515	29	30
NP_010543.1	494	34	23
NP_010544.3	811	46	43
NP_010545.3	383	42	19
NP_010546.1	170	15	9
NP_010547.1	562	48	50
NP_010548.3	272	27	11
NP_010549.3	430	28	17
NP_010550.1	764	50	49
NP_010551.1	337	25	15
NP_010552.3	639	66	42
NP_010553.3	330	29	15
NP_010554.1	379	33	17
NP_010556.1	1004	82	76
NP_010558.3	274	14	19
NP_010559.3	365	36	19
NP_010561.1	235	26	10
NP_010562.1	55	2	2
NP_010563.3	433	61	23
NP_010565.3	350	34	25
NP_010566.1	305	21	14
NP_010567.1	104	6	6
NP_010568.3	414	45	25
NP_010569.3	1659	166	89
NP_010570.1	289	18	18
NP_010571.1	875	92	54
NP_010572.3	114	7	4
NP_010573.3	292	19	14
NP_010574.1	303	31	13
NP_010575.1	409	40	17
NP_010577.3	1077	65	54
NP_010578.3	621	52	41
NP_010579.1	1250	132	67
NP_010580.1	589	43	31
NP_010581.3	674	66	37
NP_010582.3	226	17	7
NP_010583.1	349	10	20
NP_010584.1	212	20	9
NP_010585.3	534	43	22
NP_010586.3	428	21	28
NP_010587.1	1357	108	89
NP_010588.1	219	10	18
NP_010589.3	885	85	49
NP_010590.3	225	10	16
NP_010591.1	217	14	14
NP_010592.1	478	49	30
NP_010593.3	662	64	33
NP_010594.3	140	8	10
NP_010595.1	383	69	23
NP_010596.1	1062	125	84
NP_010597.3	642	51	38
NP_010598.3	453	37	21
NP_010599.1	286	22	14
NP_010600.1	692	44	23
NP_010601.3	281	15	18
NP_010602.3	471	27	15
NP_010603.3	414	38	23
NP_010604.4	368	28	11
NP_010605.1	274	21	12
NP_010606.1	668	80	45
NP_010607.3	381	35	19
NP_010608.1	367	28	16
NP_010609.1	96	5	3
NP_010610.3	515	40	17
NP_010611.3	776	78	49
NP_010612.2	1035	82	52
NP_010613.1	1438	176	104
NP_010615.3	194	17	5
NP_010616.3	441	48	31
NP_010617.1	500	35	30
NP_010618.1	411	34	27
NP_010619.3	689	62	41
NP_010620.3	723	68	25
NP_010621.1	1514	115	83
NP_010622.1	1224	87	57
NP_010623.3	314	22	23
NP_010624.3	286	16	11
NP_010625.1	695	63	33
NP_010626.1	189	6	9
NP_010628.3	607	31	25
NP_010629.3	570	44	33
NP_010630.1	570	44	32
NP_010632.1	567	41	31
NP_010633.3	481	41	28
NP_010634.3	321	24	22
NP_010635.1	499	73	31
NP_010636.1	596	90	58
NP_010637.4	684	52	38
NP_010638.3	864	109	55
NP_010639.1	317	33	22
NP_010640.1	319	19	28
NP_010641.3	380	38	21
NP_010643.3	944	80	36
NP_010644.1	122	9	7
NP_010645.1	557	55	27
NP_010646.4	982	96	39
NP_010648.3	283	22	15
NP_010649.1	672	65	41
NP_010650.1	456	56	22
NP_010651.3	89	4	7
NP_010652.3	455	52	23
NP_010653.1	628	50	31
NP_010654.3	132	7	4
NP_010655.1	221	17	17
NP_010656.1	312	19	19
NP_010657.3	854	103	61
NP_010658.3	442	39	28
NP_010659.1	511	47	18
NP_010660.1	345	27	17
NP_010661.3	190	12	13
NP_010662.3	306	34	17
NP_010663.1	456	34	29
NP_010664.3	493	41	23
NP_010665.3	101	7	2
NP_010666.2	86	12	6
NP_010667.1	1009	135	60
NP_010668.3	635	49	31
NP_010669.1	226	14	6
NP_010670.3	110	8	2
NP_010671.4	238	25	9
NP_010672.1	275	25	21
NP_010673.1	842	44	48
NP_010674.3	632	51	38
NP_010675.3	555	59	39
NP_010676.1	482	26	34
NP_010677.1	654	81	39
NP_010678.3	636	50	40
NP_010679.3	232	12	13
NP_010680.1	337	21	18
NP_010681.1	456	39	27
NP_010682.3	428	30	21
NP_010683.3	944	71	39
NP_010685.1	146	18	4
NP_010686.1	643	61	41
NP_010687.3	221	10	11
NP_010688.4	340	18	17
NP_010690.1	489	22	26
NP_010691.1	536	51	24
NP_010692.3	171	15	8
NP_010693.3	263	13	13
NP_010694.1	1529	132	90
NP_010695.1	1289	137	82
NP_010696.3	214	12	9
NP_010697.3	904	106	69
NP_010698.1	239	18	11
NP_010699.1	341	30	33
NP_010700.3	235	10	14
NP_010702.4	362	27	19
NP_010703.1	374	29	29
NP_010704.1	859	76	41
NP_010706.3	165	10	6
NP_010707.3	632	59	32
NP_010708.1	1802	437	213
NP_010709.1	950	88	58
NP_010710.4	815	111	52
NP_010711.3	409	40	25
NP_010712.1	92	5	7
NP_010713.1	625	88	37
NP_010715.3	393	35	19
NP_010716.3	261	18	16
NP_010717.1	274	23	11
NP_010718.1	989	72	67
NP_010720.3	414	29	10
NP_010722.3	534	43	30
NP_010723.1	328	30	15
NP_010724.1	710	103	39
NP_010725.3	140	11	14
NP_010726.3	370	41	30
NP_010727.1	347	42	21
NP_010728.1	582	58	33
NP_010729.3	181	10	9
NP_010731.3	1420	137	78
NP_010732.1	687	51	30
NP_010734.1	302	33	18
NP_010735.3	136	10	8
NP_010736.3	434	31	14
NP_010737.1	440	28	15
NP_010738.1	146	4	10
NP_010739.3	353	42	30
NP_010740.3	674	45	30
NP_010741.1	196	10	9
NP_010742.1	187	19	10
NP_010744.3	633	60	38
NP_010745.3	3268	272	176
NP_010746.1	663	58	35
NP_010747.1	374	36	19
NP_010748.3	321	13	16
NP_010749.3	36	3	3
NP_010750.1	147	13	8
NP_010751.4	519	63	34
NP_010752.3	1435	138	93
NP_010753.1	412	20	23
NP_010754.1	898	97	63
NP_010756.3	224	7	12
NP_010757.3	175	21	9
NP_010758.3	502	38	29
NP_010759.1	136	7	6
NP_010760.3	283	37	16
NP_010761.3	469	25	18
NP_010763.2	876	127	43
NP_010764.1	224	7	20
NP_010765.3	633	59	30
NP_010766.3	198	27	9
NP_010767.1	554	53	36
NP_010768.1	323	31	19
NP_010769.3	566	49	35
NP_010770.3	135	14	6
NP_010771.1	442	34	20
NP_010772.1	641	53	41
NP_010773.4	795	75	53
NP_010774.4	229	18	9
NP_010775.1	208	13	14
NP_010776.1	533	32	34
NP_010777.3	294	25	15
NP_010778.3	766	64	45
NP_010780.1	316	29	22
NP_010781.1	123	5	10
NP_010782.4	361	36	18
NP_010783.3	1011	82	55
NP_010784.1	656	55	32
NP_010785.1	584	49	44
NP_010786.3	383	39	19
NP_010787.3	747	54	44
NP_010788.1	88	10	9
NP_010789.1	521	62	37
NP_010790.3	384	24	24
NP_010791.3	274	24	13
NP_010792.1	127	6	9
NP_010793.2	841	90	37
NP_010794.3	608	36	44
NP_010795.3	1142	119	61
NP_010796.1	663	55	27
NP_010798.1	101	6	5
NP_010799.3	133	9	5
NP_010800.3	187	22	12
NP_010801.1	143	10	10
NP_010802.1	483	35	20
NP_010803.3	447	55	22
NP_010804.3	500	36	34
NP_010805.1	372	34	19
NP_010806.1	517	33	29
NP_010807.3	135	13	4
NP_010808.3	772	67	44
NP_010810.1	502	46	26
NP_010811.1	490	39	28
NP_010812.3	482	68	28
NP_010814.1	79	6	1
NP_010816.4	439	29	19
NP_010817.3	423	64	26
NP_010818.1	127	6	4
NP_010819.1	325	22	19
NP_010820.3	367	36	23
NP_010821.3	385	28	24
NP_010822.1	237	13	17
NP_010823.1	528	105	103
NP_010825.3	569	46	40
NP_010827.3	242	21	22
NP_010828.1	503	29	29
NP_010829.1	179	9	10
NP_010830.4	344	22	25
NP_010831.3	120	9	13
NP_010834.1	1796	147	136
NP_010835.1	1277	120	126
NP_010836.1	216	18	16
NP_010837.1	216	15	10
NP_010839.1	122	11	4
NP_010841.1	107	8	10
NP_010842.1	231	15	13
NP_010843.1	496	34	20
NP_010844.1	502	22	32
NP_010845.1	564	44	25
NP_010847.1	195	21	18
NP_010848.1	179	5	15
NP_010849.3	628	47	38
NP_010850.1	480	37	37
NP_010851.1	590	41	38
NP_010852.4	615	83	39
NP_010853.2	1000	101	69
NP_010854.1	635	52	31
NP_010856.1	557	43	37
NP_010857.1	233	17	13
NP_010858.3	401	35	22
NP_010859.1	1022	86	44
NP_010860.1	165	10	6
NP_010861.3	733	64	43
NP_010862.1	509	35	36
NP_010863.1	256	14	16
NP_010864.3	393	32	22
NP_010865.1	120	10	13
NP_010866.1	152	16	3
NP_010867.3	470	34	28
NP_010868.1	387	24	21
NP_010870.1	166	18	6
NP_010871.3	956	144	69
NP_010872.1	518	43	32
NP_010873.1	495	45	34
NP_010874.3	467	86	47
NP_010875.1	113	6	9
NP_010876.2	227	16	10
NP_010877.3	398	29	30
NP_010878.1	500	33	18
NP_010879.1	166	11	11
NP_010880.3	157	13	11
NP_010881.1	139	9	5
NP_010882.1	971	75	64
NP_010883.3	1215	89	68
NP_010884.1	644	45	43
NP_010885.1	312	18	19
NP_010887.3	160	10	6
NP_010888.1	126	6	7
NP_010889.1	1188	106	56
NP_010890.3	215	18	11
NP_010891.1	682	64	32
NP_010892.1	1459	138	91
NP_010893.3	267	12	17
NP_010894.1	87	5	5
NP_010895.1	560	38	32
NP_010896.3	267	21	18
NP_010897.1	279	15	20
NP_010898.1	43	2	2
NP_010899.3	337	39	24
NP_010900.1	493	27	18
NP_010901.1	551	52	27
NP_010903.3	578	51	24
NP_010904.2	218	23	6
NP_010905.1	704	47	32
NP_010907.3	281	31	20
NP_010909.1	666	79	64
NP_010910.1	335	26	30
NP_010911.3	282	32	13
NP_010912.1	342	29	24
NP_010913.2	111	3	9
NP_010914.3	430	41	27
NP_010915.1	225	19	15
NP_010916.1	762	46	47
NP_010917.3	231	11	9
NP_010918.1	429	30	13
NP_010919.1	231	14	12
NP_010920.3	630	57	27
NP_010921.1	520	46	22
NP_010922.1	518	54	17
NP_010923.3	181	12	6
NP_010924.1	1336	124	75
NP_010925.1	125	9	8
NP_010926.3	234	17	15
NP_010927.1	254	63	15
NP_010928.1	198	15	8
NP_010929.3	1145	91	58
NP_010930.1	539	38	31
NP_010931.3	744	54	47
NP_010932.1	344	24	27
NP_010933.1	761	50	45
NP_010934.3	221	14	8
NP_010935.1	477	39	27
NP_010936.1	88	10	6
NP_010937.3	449	42	31
NP_010938.1	523	51	27
NP_010939.1	687	66	28
NP_010940.3	286	23	18
NP_010941.1	923	94	62
NP_010942.1	527	25	27
NP_010943.3	276	21	16
NP_010944.1	417	33	26
NP_010945.1	394	65	28
NP_010946.3	196	13	10
NP_010947.2	153	13	8
NP_010948.1	223	22	14
NP_010949.4	876	123	52
NP_010950.1	1076	160	76
NP_010951.1	185	8	11
NP_010952.3	145	12	14
NP_010953.1	610	42	30
NP_010954.1	321	22	10
NP_010955.3	464	45	21
NP_010956.1	249	27	15
NP_010957.1	72	8	5
NP_010958.3	730	141	49
NP_010959.2	759	84	32
NP_010960.1	184	13	11
NP_010961.3	449	22	21
NP_010962.1	148	11	17
NP_010963.1	408	30	13
NP_010964.3	489	58	22
NP_010965.1	143	14	8
NP_010966.1	897	112	64
NP_010967.3	391	21	20
NP_010968.1	94	4	6
NP_010969.1	644	53	27
NP_010970.4	138	12	7
NP_010971.1	492	31	22
NP_010972.1	527	45	30
NP_010973.3	300	22	19
NP_010974.1	548	47	25
NP_010975.3	297	24	19
NP_010976.1	533	41	26
NP_010977.2	121	7	9
NP_010978.3	129	10	5
NP_010979.1	107	7	8
NP_010980.1	420	53	30
NP_010981.3	528	34	30
NP_010982.1	530	37	23
NP_010983.2	442	44	28
NP_010984.3	250	8	10
NP_010985.1	218	22	6
NP_010986.1	505	68	30
NP_010987.3	557	34	30
NP_010988.1	185	19	12
NP_010990.1	161	5	12
NP_010991.3	587	50	51
NP_010992.1	863	76	42
NP_010993.1	888	64	58
NP_010994.3	126	14	6
NP_010995.1	129	5	9
NP_010996.2	520	32	33
NP_010997.3	135	7	5
NP_010998.2	928	113	59
NP_010999.3	302	30	27
NP_011000.1	688	50	42
NP_011001.1	511	46	20
NP_011002.1	210	36	18
NP_011003.1	627	32	29
NP_011004.3	469	44	29
NP_011005.1	554	39	37
NP_011006.2	285	29	19
NP_011008.3	173	9	4
NP_011009.1	576	40	30
NP_011010.1	576	45	22
NP_011011.3	82	10	4
NP_011012.3	670	136	61
NP_011013.1	464	42	29
NP_011014.1	507	35	31
NP_011015.3	767	48	43
NP_011017.3	125	9	12
NP_011018.1	1430	127	87
NP_011019.1	137	13	11
NP_011020.3	205	16	10
NP_011021.3	400	27	19
NP_011022.1	512	68	20
NP_011024.1	754	71	55
NP_011025.3	318	23	19
NP_011026.3	250	17	21
NP_011027.1	430	30	19
NP_011028.1	200	17	12
NP_011029.3	642	39	48
NP_011030.3	208	23	10
NP_011031.1	1391	144	74
NP_011032.1	302	24	13
NP_011033.3	365	35	24
NP_011035.1	1113	94	59
NP_011036.1	1093	125	69
NP_011037.3	187	22	5
NP_011038.3	706	59	39
NP_011039.1	1040	148	81
NP_011040.1	191	20	8
NP_011041.3	274	19	20
NP_011042.3	137	10	3
NP_011043.1	367	37	27
NP_011044.1	448	40	22
NP_011046.3	244	17	14
NP_011047.3	114	15	3
NP_011048.1	493	57	38
NP_011049.2	524	46	20
NP_011050.3	573	61	36
NP_011051.3	809	63	74
NP_011052.1	261	17	15
NP_011053.1	357	35	17
NP_011054.3	203	16	17
NP_011055.3	1142	166	59
NP_011056.1	443	61	23
NP_011057.1	119	8	1
NP_011058.3	1753	254	122
NP_011059.3	312	18	6
NP_011060.1	178	9	9
NP_011062.1	451	32	24
NP_011063.3	148	13	9
NP_011064.3	1755	178	135
NP_011065.1	34	6	2
NP_011066.3	226	14	13
NP_011067.3	556	57	30
NP_011068.1	486	42	30
NP_011069.1	296	20	9
NP_011070.3	428	21	39
NP_011071.3	805	70	46
NP_011072.1	404	28	11
NP_011073.1	93	4	4
NP_011074.3	624	40	27
NP_011075.3	240	14	16
NP_011076.1	420	49	22
NP_011077.1	148	19	24
NP_011078.3	912	107	56
NP_011079.3	443	34	33
NP_011080.1	254	9	13
NP_011081.1	402	39	29
NP_011082.3	2167	279	132
NP_011083.3	338	31	11
NP_011084.1	801	68	53
NP_011085.1	573	101	40
NP_011086.3	142	6	10
NP_011087.3	1755	180	135
NP_011088.1	333	30	6
NP_011089.4	754	48	34
NP_011090.3	232	12	16
NP_011091.1	1468	118	76
NP_011092.1	577	36	22
NP_011093.3	1571	105	93
NP_011094.3	851	144	72
NP_011095.1	546	29	27
NP_011096.1	796	88	40
NP_011097.3	225	17	17
NP_011098.3	778	54	42
NP_011099.1	2163	177	109
NP_011100.1	659	69	28
NP_011101.3	244	22	10
NP_011102.3	299	24	14
NP_011103.1	1121	91	70
NP_011104.3	267	31	15
NP_011105.4	420	28	24
NP_011106.1	334	27	20
NP_011107.1	267	22	12
NP_011109.3	244	9	19
NP_011110.1	211	14	7
NP_011111.1	794	73	39
NP_011112.3	303	26	19
NP_011113.3	306	20	15
NP_011114.1	141	12	6
NP_011116.3	122	11	4
NP_011117.3	1681	138	132
NP_011251.1	380	34	23
NP_011252.1	175	11	10
NP_011253.1	120	9	13
NP_011254.1	76	5	2
NP_011255.1	165	22	20
NP_011256.1	206	15	24
NP_011257.1	558	47	24
NP_011258.2	382	16	24
NP_011259.1	376	30	29
NP_011260.1	299	36	20
NP_011261.1	486	25	30
NP_011262.1	588	49	29
NP_011263.2	1187	122	73
NP_011264.2	241	18	17
NP_011265.1	704	57	31
NP_011266.1	369	26	19
NP_011267.1	197	16	6
NP_011268.1	387	27	20
NP_011269.2	708	28	36
NP_011270.1	558	37	25
NP_011271.1	400	33	15
NP_011272.1	181	9	7
NP_011273.1	1004	87	54
NP_011274.2	250	14	8
NP_011276.1	960	68	62
NP_011277.1	265	25	19
NP_011278.2	669	43	40
NP_011279.1	178	17	12
NP_011280.1	802	48	50
NP_011281.1	910	78	52
NP_011282.1	289	16	13
NP_011283.1	190	17	12
NP_011284.1	147	8	11
NP_011285.1	818	67	38
NP_011286.1	577	44	47
NP_011287.1	958	98	41
NP_011288.1	86	12	6
NP_011289.1	123	4	7
NP_011290.1	337	37	20
NP_011291.1	280	16	15
NP_011292.1	417	34	36
NP_011293.1	175	20	13
NP_011294.1	288	18	18
NP_011295.1	120	9	7
NP_011296.1	459	60	33
NP_011299.1	805	78	57
NP_011300.1	452	49	22
NP_011302.1	397	48	24
NP_011303.1	316	18	17
NP_011304.2	359	29	16
NP_011305.1	222	21	14
NP_011306.1	382	55	24
NP_011307.1	415	44	34
NP_011308.1	1035	80	47
NP_011309.1	1653	101	76
NP_011310.1	748	57	46
NP_011312.1	729	70	31
NP_011313.1	500	37	28
NP_011314.2	1017	102	60
NP_011315.3	203	18	15
NP_011317.2	235	26	10
NP_011318.2	1487	203	97
NP_011319.2	428	40	28
NP_011320.3	2672	208	123
NP_011321.1	452	34	23
NP_011322.1	103	10	7
NP_011323.3	600	44	30
NP_011324.1	129	7	5
NP_011325.1	526	58	31
NP_011326.1	119	8	1
NP_011328.1	155	10	12
NP_011329.1	579	55	33
NP_011330.1	379	23	21
NP_011331.3	465	40	28
NP_011332.2	219	10	11
NP_011334.1	396	42	14
NP_011335.1	897	86	42
NP_011336.3	560	72	30
NP_011337.1	859	105	48
NP_011339.1	554	52	38
NP_011340.1	345	28	14
NP_011341.3	266	27	18
NP_011342.1	1528	107	73
NP_011343.1	472	54	40
NP_011344.1	564	38	25
NP_011345.3	413	41	22
NP_011346.1	426	35	27
NP_011347.1	110	13	8
NP_011348.1	950	75	66
NP_011349.3	225	23	16
NP_011351.1	440	37	24
NP_011352.1	898	60	46
NP_011353.1	299	33	28
NP_011354.3	310	29	17
NP_011355.1	570	53	32
NP_011356.1	370	33	18
NP_011357.1	512	50	25
NP_011358.3	347	24	27
NP_011359.1	1083	89	59
NP_011360.1	376	35	22
NP_011361.1	272	23	17
NP_011362.3	341	28	15
NP_011364.1	1132	109	70
NP_011365.1	1489	120	77
NP_011367.1	376	31	24
NP_011368.3	191	8	12
NP_011369.1	311	36	17
NP_011371.1	685	41	35
NP_011372.3	413	38	26
NP_011373.1	616	52	28
NP_011374.1	910	80	43
NP_011375.1	1219	102	71
NP_011376.3	802	70	47
NP_011377.1	345	26	18
NP_011378.1	889	66	55
NP_011379.1	320	25	17
NP_011380.3	217	19	6
NP_011381.1	433	46	29
NP_011382.1	1264	111	60
NP_011384.1	1403	114	78
NP_011385.3	459	30	21
NP_011386.2	450	42	29
NP_011387.2	283	19	19
NP_011388.1	127	8	5
NP_011389.3	380	13	28
NP_011390.2	600	40	27
NP_011391.2	644	72	33
NP_011392.1	254	12	19
NP_011393.3	525	26	24
NP_011394.1	126	8	12
NP_011395.1	767	48	38
NP_011396.1	501	44	27
NP_011398.3	265	18	12
NP_011399.1	610	76	45
NP_011400.1	322	27	19
NP_011401.1	725	67	32
NP_011402.3	668	67	44
NP_011403.1	516	39	39
NP_011404.1	463	41	20
NP_011405.1	624	45	26
NP_011407.3	140	9	14
NP_011408.1	646	60	36
NP_011409.1	149	9	11
NP_011410.1	376	24	17
NP_011411.3	486	45	25
NP_011412.1	149	5	5
NP_011414.1	215	10	12
NP_011415.1	349	43	14
NP_011416.3	640	37	26
NP_011417.1	245	23	13
NP_011418.1	482	30	21
NP_011419.1	276	27	15
NP_011420.3	577	47	31
NP_011421.1	1115	100	75
NP_011422.1	917	92	60
NP_011423.1	1317	154	85
NP_011424.3	328	25	13
NP_011425.1	421	44	21
NP_011426.1	120	6	8
NP_011428.1	137	9	12
NP_011429.3	749	54	33
NP_011430.1	274	15	13
NP_011431.1	560	44	25
NP_011432.1	804	89	56
NP_011433.3	381	27	22
NP_011434.1	320	26	28
NP_011435.1	130	7	11
NP_011436.1	218	34	12
NP_011437.3	523	30	31
NP_011438.1	563	57	28
NP_011439.1	244	12	9
NP_011440.1	387	35	19
NP_011442.3	833	93	60
NP_011444.1	690	79	44
NP_011445.1	122	11	9
NP_011447.1	194	18	18
NP_011448.3	384	35	26
NP_011449.1	657	71	37
NP_011450.1	503	32	23
NP_011451.1	561	44	37
NP_011452.4	370	21	17
NP_011453.1	1178	60	63
NP_011454.1	247	28	16
NP_011455.1	641	50	44
NP_011456.5	491	37	27
NP_011457.1	172	10	8
NP_011458.1	287	26	13
NP_011459.2	527	72	40
NP_011460.3	510	31	29
NP_011461.1	138	4	4
NP_011462.1	237	19	12
NP_011464.1	234	15	13
NP_011465.3	273	24	15
NP_011466.1	914	72	58
NP_011467.1	405	24	18
NP_011468.1	202	17	9
NP_011470.4	542	59	37
NP_011471.1	296	27	8
NP_011472.1	309	22	18
NP_011475.1	342	19	13
NP_011476.1	348	31	20
NP_011477.1	480	51	23
NP_011478.3	216	12	15
NP_011479.1	909	106	68
NP_011480.1	504	79	35
NP_011482.3	214	15	13
